"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.4855,0,0,0,1,0,5,0,0
-6.2305,0.065803,0.005272,0,1,0.01,5,0.01,0
-5.9755,0.13161,0.010544,0,1,0.02,5,0.02,0
-5.7205,0.19741,0.015816,0,1,0.03,5,0.03,0
-5.5232,0.26064,0.01956,0,1,0.04,5,0.04,0
-5.4695,0.31719,0.019304,0,1,0.05,5,0.05,0
-5.3433,0.36606,0.013525,0,1,0.06,5,0.06,0
-5.2172,0.41493,0.0077462,0,1,0.07,5,0.07,0
-5.091,0.46379,0.0019671,0,1,0.08,5,0.08,0
-4.9648,0.51266,-0.003812,0,1,0.09,5,0.09,0
-4.8359,0.56342,-0.0076663,0,1,0.1,5,0.1,0
-4.6959,0.61859,-0.005271,0,1,0.11,5,0.11,0
-4.5506,0.66327,-0.0060332,0,1,0.12,5,0.12,0
-4.4056,0.70805,-0.0065891,0,1,0.13,5,0.13,0
-4.2636,0.75375,-0.0048922,0,1,0.14,5,0.14,0
-4.1216,0.79945,-0.0031953,0,1,0.15,5,0.15,0
-3.9796,0.84516,-0.0014984,0,1,0.16,5,0.16,0
-3.8303,0.88066,-0.0013886,0,1,0.17,5,0.17,0
-3.6788,0.91328,-0.0017275,0,1,0.18,5,0.18,0
-3.5277,0.94544,-0.00084482,0,1,0.19,5,0.19,0
-3.3767,0.97754,0.00022039,0,1,0.2,5,0.2,0
-3.2257,1.0096,0.0012856,0,1,0.21,5,0.21,0
-3.0746,1.0417,0.0023508,0,1,0.22,5,0.22,0
-2.926,1.071,0.0020477,0,1,0.23,5,0.23,0
-2.7779,1.0999,0.0015341,0,1,0.24,5,0.24,0
-2.6297,1.1288,0.0010206,0,1,0.25,5,0.25,0
-2.4815,1.1577,0.00050706,0,1,0.26,5,0.26,0
-2.3353,1.1854,-1.1387e-05,0,1,0.27,5,0.27,0
-2.2002,1.2065,-0.00044222,0,1,0.28,5,0.28,0
-2.065,1.2276,-0.00087305,0,1,0.29,5,0.29,0
-1.9298,1.2487,-0.0013039,0,1,0.3,5,0.3,0
-1.7946,1.2698,-0.0017347,0,1,0.31,5,0.31,0
-1.6723,1.2852,-0.0012669,0,1,0.32,5,0.32,0
