"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.5549,1.2984,-0.00046537,0,1,0.33,5,0.33,0
-1.4374,1.3116,0.00033615,0,1,0.34,5,0.34,0
-1.3199,1.3247,0.0011377,0,1,0.35,5,0.35,0
-1.2014,1.3385,0.001511,0,1,0.36,5,0.36,0
-1.1012,1.3493,0.0013295,0,1,0.37,5,0.37,0
-1.0045,1.3596,0.00085941,0,1,0.38,5,0.38,0
-0.90778,1.37,0.00038928,0,1,0.39,5,0.39,0
-0.81109,1.3803,-8.0853e-05,0,1,0.4,5,0.4,0
-0.71441,1.3907,-0.00055099,0,1,0.41,5,0.41,0
-0.62826,1.3973,-0.00067656,0,1,0.42,5,0.42,0
-0.54706,1.4023,-0.00064872,0,1,0.43,5,0.43,0
-0.47149,1.4062,-0.00070175,0,1,0.44,5,0.44,0
-0.39593,1.41,-0.00075477,0,1,0.45,5,0.45,0
-0.32036,1.4138,-0.0008078,0,1,0.46,5,0.46,0
-0.24613,1.4173,-0.00093097,0,1,0.47,5,0.47,0
-0.18076,1.4184,-0.0015213,0,1,0.48,5,0.48,0
-0.1154,1.4195,-0.0021116,0,1,0.49,5,0.49,0
-0.050034,1.4206,-0.0027019,0,1,0.5,5,0.5,0
0.015331,1.4217,-0.0032922,0,1,0.51,5,0.51,0
0.080718,1.4228,-0.0039274,0,1,0.52,5,0.52,0
0.15232,1.4199,-0.0039959,0,1,0.53,5,0.53,0
0.22443,1.4168,-0.0039835,0,1,0.54,5,0.54,0
0.29654,1.4138,-0.003971,0,1,0.55,5,0.55,0
0.36865,1.4107,-0.0039585,0,1,0.56,5,0.56,0
0.44076,1.4077,-0.003946,0,1,0.57,5,0.57,0
0.51287,1.4046,-0.0039335,0,1,0.58,5,0.58,0
0.59906,1.3983,-0.0040508,0,1,0.59,5,0.59,0
0.6906,1.3907,-0.0042175,0,1,0.6,5,0.6,0
0.7832,1.3828,-0.0045477,0,1,0.61,5,0.61,0
0.88023,1.3739,-0.0055642,0,1,0.62,5,0.62,0
0.97726,1.365,-0.0065808,0,1,0.63,5,0.63,0
1.0743,1.3561,-0.0075974,0,1,0.64,5,0.64,0
1.1796,1.3451,-0.0080252,0,1,0.65,5,0.65,0
1.2991,1.3306,-0.0074438,0,1,0.66,5,0.66,0
1.4185,1.3161,-0.0068625,0,1,0.67,5,0.67,0
1.5427,1.3019,-0.0056684,0,1,0.68,5,0.68,0
1.6711,1.2882,-0.003924,0,1,0.69,5,0.69,0
1.8057,1.2723,-0.0025941,0,1,0.7,5,0.7,0
1.9501,1.2531,-0.0019124,0,1,0.71,5,0.71,0
2.0982,1.2312,-0.0020811,0,1,0.72,5,0.72,0
2.2528,1.2048,-0.0037403,0,1,0.73,5,0.73,0
2.4073,1.1784,-0.0053996,0,1,0.74,5,0.74,0
2.5665,1.1522,-0.0060236,0,1,0.75,5,0.75,0
2.7289,1.1262,-0.0059299,0,1,0.76,5,0.76,0
2.8912,1.1002,-0.0058362,0,1,0.77,5,0.77,0
3.0536,1.0742,-0.0057426,0,1,0.78,5,0.78,0
3.2205,1.0454,-0.0060969,0,1,0.79,5,0.79,0
3.3894,1.0148,-0.0065321,0,1,0.8,5,0.8,0
3.5617,0.97857,-0.0066733,0,1,0.81,5,0.81,0
3.734,0.94235,-0.0068146,0,1,0.82,5,0.82,0
3.9063,0.90613,-0.0069558,0,1,0.83,5,0.83,0
4.0768,0.8682,-0.0066947,0,1,0.84,5,0.84,0
4.2399,0.82329,-0.0047866,0,1,0.85,5,0.85,0
4.4031,0.77838,-0.0028786,0,1,0.86,5,0.86,0
4.5662,0.73347,-0.00097054,0,1,0.87,5,0.87,0
4.7294,0.68775,0.00016772,0,1,0.88,5,0.88,0
4.89,0.64039,0.00097172,0,1,0.89,5,0.89,0
5.0387,0.58753,0.002338,0,1,0.9,5,0.9,0
5.1876,0.53436,0.0024555,0,1,0.91,5,0.91,0
5.3366,0.48098,0.0017729,0,1,0.92,5,0.92,0
5.4856,0.4276,0.0010904,0,1,0.93,5,0.93,0
5.6346,0.37422,0.00040784,0,1,0.94,5,0.94,0
5.7817,0.31352,0.00022546,0,1,0.95,5,0.95,0
5.9283,0.25082,0.00018037,0,1,0.96,5,0.96,0
6.075,0.18811,0.00013528,0,1,0.97,5,0.97,0
6.2216,0.12541,9.0185e-05,0,1,0.98,5,0.98,0
6.3682,0.062705,4.5093e-05,0,1,0.99,5,0.99,0
6.5148,0,0,0,1,1,5,1,0
