"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,1,0,5,0,0
0,0.29106,4.6781e-07,0,1,0.01,5,0.01,0
0,0.58211,9.3562e-07,0,1,0.02,5,0.02,0
0,0.87317,1.4034e-06,0,1,0.03,5,0.03,0
0,1.1311,2.4348e-06,0,1,0.04,5,0.04,0
0,1.2991,4.8225e-06,0,1,0.05,5,0.05,0
0,1.2249,4.7786e-06,0,1,0.06,5,0.06,0
0,1.1508,4.7346e-06,0,1,0.07,5,0.07,0
0,1.0766,4.6907e-06,0,1,0.08,5,0.08,0
0,1.0025,4.6468e-06,0,1,0.09,5,0.09,0
0,0.94005,4.4782e-06,0,1,0.1,5,0.1,0
0,0.9262,3.8281e-06,0,1,0.11,5,0.11,0
0,0.93838,3.0502e-06,0,1,0.12,5,0.12,0
0,0.95117,2.362e-06,0,1,0.13,5,0.13,0
0,0.97071,2.6531e-06,0,1,0.14,5,0.14,0
0,0.99024,2.9443e-06,0,1,0.15,5,0.15,0
0,1.0098,3.2354e-06,0,1,0.16,5,0.16,0
0,1.0108,2.4983e-06,0,1,0.17,5,0.17,0
0,1.0067,1.4704e-06,0,1,0.18,5,0.18,0
0,1.0042,8.5544e-07,0,1,0.19,5,0.19,0
0,1.002,3.0221e-07,0,1,0.2,5,0.2,0
0,0.99981,-2.5102e-07,0,1,0.21,5,0.21,0
0,0.9976,-8.0425e-07,0,1,0.22,5,0.22,0
0,0.9979,-1.4036e-06,0,1,0.23,5,0.23,0
0,0.99859,-2.0101e-06,0,1,0.24,5,0.24,0
0,0.99929,-2.6166e-06,0,1,0.25,5,0.25,0
0,0.99998,-3.2231e-06,0,1,0.26,5,0.26,0
0,1.0006,-3.6467e-06,0,1,0.27,5,0.27,0
0,1.0005,-3.1742e-06,0,1,0.28,5,0.28,0
0,1.0004,-2.7016e-06,0,1,0.29,5,0.29,0
0,1.0003,-2.2291e-06,0,1,0.3,5,0.3,0
0,1.0002,-1.7566e-06,0,1,0.31,5,0.31,0
0,1.0002,-6.1768e-07,0,1,0.32,5,0.32,0
0,1.0002,7.6875e-07,0,1,0.33,5,0.33,0
0,1.0003,2.1552e-06,0,1,0.34,5,0.34,0
0,1.0003,3.5416e-06,0,1,0.35,5,0.35,0
0,1.0002,4.7654e-06,0,1,0.36,5,0.36,0
0,1.0002,5.6991e-06,0,1,0.37,5,0.37,0
0,1.0002,6.2523e-06,0,1,0.38,5,0.38,0
0,1.0002,6.8056e-06,0,1,0.39,5,0.39,0
0,1.0001,7.3589e-06,0,1,0.4,5,0.4,0
0,1.0001,7.9121e-06,0,1,0.41,5,0.41,0
0,1.0001,8.6754e-06,0,1,0.42,5,0.42,0
0,1.0001,9.5081e-06,0,1,0.43,5,0.43,0
0,1.0001,9.5313e-06,0,1,0.44,5,0.44,0
0,1.0001,9.5545e-06,0,1,0.45,5,0.45,0
0,1.0001,9.5778e-06,0,1,0.46,5,0.46,0
0,1.0001,9.5968e-06,0,1,0.47,5,0.47,0
0,0.99998,9.5878e-06,0,1,0.48,5,0.48,0
0,0.99985,9.5788e-06,0,1,0.49,5,0.49,0
0,0.99971,9.5698e-06,0,1,0.5,5,0.5,0
0,0.99958,9.5608e-06,0,1,0.51,5,0.51,0
0,0.99947,9.6558e-06,0,1,0.52,5,0.52,0
0,0.99958,9.256e-06,0,1,0.53,5,0.53,0
0,0.99974,8.6561e-06,0,1,0.54,5,0.54,0
0,0.99989,8.0562e-06,0,1,0.55,5,0.55,0
0,1,7.4564e-06,0,1,0.56,5,0.56,0
0,1.0002,6.8565e-06,0,1,0.57,5,0.57,0
0,1.0004,6.2566e-06,0,1,0.58,5,0.58,0
0,1.0004,4.8087e-06,0,1,0.59,5,0.59,0
0,1.0004,3.0373e-06,0,1,0.6,5,0.6,0
0,1.0003,1.3491e-06,0,1,0.61,5,0.61,0
0,1.0001,9.8763e-09,0,1,0.62,5,0.62,0
0,0.99994,-1.3294e-06,0,1,0.63,5,0.63,0
0,0.99975,-2.6686e-06,0,1,0.64,5,0.64,0
0,0.99964,-3.3751e-06,0,1,0.65,5,0.65,0
0,0.99967,-2.9968e-06,0,1,0.66,5,0.66,0
0,0.9997,-2.6186e-06,0,1,0.67,5,0.67,0
0,0.99971,-3.1063e-06,0,1,0.68,5,0.68,0
0,0.9997,-4.3718e-06,0,1,0.69,5,0.69,0
0,0.99983,-5.4072e-06,0,1,0.7,5,0.7,0
0,1.0002,-6.0828e-06,0,1,0.71,5,0.71,0
0,1.0004,-6.0947e-06,0,1,0.72,5,0.72,0
0,1.0003,-4.9435e-06,0,1,0.73,5,0.73,0
0,1.0002,-3.7923e-06,0,1,0.74,5,0.74,0
0,0.99953,-3.61e-06,0,1,0.75,5,0.75,0
0,0.99834,-4.0992e-06,0,1,0.76,5,0.76,0
0,0.99716,-4.5885e-06,0,1,0.77,5,0.77,0
0,0.99597,-5.0777e-06,0,1,0.78,5,0.78,0
0,0.99697,-4.1921e-06,0,1,0.79,5,0.79,0
0,0.99897,-2.9853e-06,0,1,0.8,5,0.8,0
0,1.0029,-2.2742e-06,0,1,0.81,5,0.81,0
0,1.0068,-1.5632e-06,0,1,0.82,5,0.82,0
0,1.0108,-8.5213e-07,0,1,0.83,5,0.83,0
0,1.0098,-3.1285e-07,0,1,0.84,5,0.84,0
0,0.98869,-4.7667e-07,0,1,0.85,5,0.85,0
0,0.9676,-6.4048e-07,0,1,0.86,5,0.86,0
0,0.94651,-8.043e-07,0,1,0.87,5,0.87,0
0,0.93256,-1.238e-06,0,1,0.88,5,0.88,0
0,0.93427,-1.7737e-06,0,1,0.89,5,0.89,0
0,0.99041,-2.0403e-06,0,1,0.9,5,0.9,0
0,1.0516,-1.87e-06,0,1,0.91,5,0.91,0
0,1.116,-1.4199e-06,0,1,0.92,5,0.92,0
0,1.1804,-9.6978e-07,0,1,0.93,5,0.93,0
0,1.2448,-5.1965e-07,0,1,0.94,5,0.94,0
0,1.088,-3.6537e-07,0,1,0.95,5,0.95,0
0,0.87036,-2.923e-07,0,1,0.96,5,0.96,0
0,0.65277,-2.1922e-07,0,1,0.97,5,0.97,0
0,0.43518,-1.4615e-07,0,1,0.98,5,0.98,0
0,0.21759,-7.3074e-08,0,1,0.99,5,0.99,0
0,0,0,0,1,1,5,1,0
