"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","arc_length","Points:0","Points:1","Points:2"
-0.29955,-0.29955,0,0,0,0,0,-1.1981,-0.89866,0
-0.28092,-0.28092,0,0,0,0,0.068565,-1.2378,-0.84277,0
-0.26551,-0.26551,0,0,0,0,0.1242,-1.2687,-0.79654,0
-0.24797,-0.24797,0,0,0,0,0.1863,-1.3017,-0.7439,0
-0.23685,-0.23685,0,0,0,0,0.22436,-1.32,-0.71054,0
-0.20716,-0.20716,0,0,0,0,0.32368,-1.364,-0.62147,0
-0.1835,-0.1835,0,0,0,0,0.40086,-1.3943,-0.5505,0
-0.17259,-0.17259,0,0,0,0,0.43591,-1.4068,-0.51776,0
-0.16227,-0.16227,0,0,0,0,0.46844,-1.4169,-0.48682,0
-0.13406,-0.13406,0,0,0,0,0.55688,-1.4425,-0.40217,0
-0.11464,-0.11464,0,0,0,0,0.61718,-1.458,-0.34392,0
-0.093254,-0.093254,0,0,0,0,0.68292,-1.4724,-0.27976,0
-0.065151,-0.065151,0,0,0,0,0.76841,-1.4865,-0.19545,0
-0.058931,-0.058931,0,0,0,0,0.78724,-1.489,-0.17679,0
-0.05224,-0.05224,0,0,0,0,0.80739,-1.4909,-0.15672,0
-0.019186,-0.019186,0,0,0,0,0.90676,-1.4973,-0.057559,0
0.021439,0.021439,0,0,0,0,1.0286,-1.4966,0.064318,0
0.034985,0.034985,0,0,0,0,1.0693,-1.4948,0.10495,0
0.043949,0.043949,0,0,0,0,1.0963,-1.4925,0.13185,0
0.087054,0.087054,0,0,0,0,1.2266,-1.4764,0.26116,0
0.094283,0.094283,0,0,0,0,1.2487,-1.4723,0.28285,0
0.11664,0.11664,0,0,0,0,1.3175,-1.4569,0.34993,0
0.13847,0.13847,0,0,0,0,1.3854,-1.4392,0.41542,0
0.15389,0.15389,0,0,0,0,1.4336,-1.4256,0.46167,0
0.18189,0.18189,0,0,0,0,1.5231,-1.3947,0.54567,0
0.19494,0.19494,0,0,0,0,1.5649,-1.38,0.58483,0
0.21449,0.21449,0,0,0,0,1.6296,-1.3526,0.64347,0
0.23492,0.23492,0,0,0,0,1.6981,-1.3221,0.70475,0
0.2506,0.2506,0,0,0,0,1.7516,-1.2965,0.7518,0
0.26648,0.26648,0,0,0,0,1.8075,-1.2673,0.79944,0
0.29227,0.29227,0,0,0,0,1.8999,-1.2168,0.87681,0
0.29348,0.29348,0,0,0,0,1.9043,-1.2143,0.88045,0
0.29395,0.29395,0,0,0,0,1.9061,-1.2132,0.88184,0
0.29489,0.29489,0,0,0,0,1.9096,-1.2111,0.88466,0
0.31799,0.31799,0,0,0,0,1.9985,-1.1554,0.95398,0
0.32708,0.32708,0,0,0,0,2.0348,-1.1316,0.98125,0
0.35307,0.35307,0,0,0,0,2.1399,-1.0611,1.0592,0
0.35606,0.35606,0,0,0,0,2.1525,-1.0522,1.0682,0
0.37998,0.37998,0,0,0,0,2.2584,-0.97432,1.1399,0
0.38293,0.38293,0,0,0,0,2.2722,-0.96372,1.1488,0
0.39974,0.39974,0,0,0,0,2.3566,-0.89606,1.1992,0
0.41346,0.41346,0,0,0,0,2.4272,-0.83862,1.2404,0
0.42352,0.42352,0,0,0,0,2.4814,-0.79361,1.2706,0
0.43428,0.43428,0,0,0,0,2.5423,-0.74207,1.3028,0
0.43945,0.43945,0,0,0,0,2.5746,-0.71364,1.3183,0
0.4549,0.4549,0,0,0,0,2.6798,-0.61926,1.3647,0
0.46814,0.46814,0,0,0,0,2.782,-0.52504,1.4044,0
0.47037,0.47037,0,0,0,0,2.8008,-0.50751,1.4111,0
0.47192,0.47192,0,0,0,0,2.8159,-0.49313,1.4158,0
0.48094,0.48094,0,0,0,0,2.9111,-0.40187,1.4428,0
0.48578,0.48578,0,0,0,0,2.968,-0.34684,1.4573,0
0.49054,0.49054,0,0,0,0,3.0329,-0.28352,1.4716,0
0.49517,0.49517,0,0,0,0,3.115,-0.20263,1.4855,0
0.49607,0.49607,0,0,0,0,3.1351,-0.18272,1.4882,0
0.49685,0.49685,0,0,0,0,3.1597,-0.15824,1.4906,0
0.49902,0.49902,0,0,0,0,3.2585,-0.059614,1.4971,0
0.49883,0.49883,0,0,0,0,3.3854,0.067242,1.4965,0
0.4984,0.4984,0,0,0,0,3.4206,0.10247,1.4952,0
0.49765,0.49765,0,0,0,0,3.448,0.12975,1.4929,0
0.49236,0.49236,0,0,0,0,3.5766,0.25741,1.4771,0
0.49084,0.49084,0,0,0,0,3.6016,0.282,1.4725,0
0.48577,0.48577,0,0,0,0,3.6696,0.34825,1.4573,0
0.47975,0.47975,0,0,0,0,3.7391,0.41532,1.4392,0
0.47521,0.47521,0,0,0,0,3.7874,0.46167,1.4256,0
0.46489,0.46489,0,0,0,0,3.8769,0.54567,1.3947,0
0.46001,0.46001,0,0,0,0,3.9187,0.58483,1.38,0
0.45085,0.45085,0,0,0,0,3.9835,0.64347,1.3526,0
0.4407,0.4407,0,0,0,0,4.0519,0.70475,1.3221,0
0.43217,0.43217,0,0,0,0,4.1055,0.7518,1.2965,0
0.42243,0.42243,0,0,0,0,4.1614,0.79944,1.2673,0
0.40559,0.40559,0,0,0,0,4.2537,0.87681,1.2168,0
0.40475,0.40475,0,0,0,0,4.2582,0.88044,1.2143,0
0.40441,0.40441,0,0,0,0,4.2599,0.88183,1.2132,0
0.40353,0.40353,0,0,0,0,4.2643,0.88534,1.2106,0
0.3844,0.3844,0,0,0,0,4.3561,0.95699,1.1532,0
0.37744,0.37744,0,0,0,0,4.3879,0.98095,1.1323,0
0.3537,0.3537,0,0,0,0,4.4937,1.0592,1.0611,0
0.35072,0.35072,0,0,0,0,4.5064,1.0682,1.0522,0
0.32321,0.32321,0,0,0,0,4.6184,1.1439,0.96962,0
0.31983,0.31983,0,0,0,0,4.6316,1.1524,0.95949,0
0.29955,0.29955,0,0,0,0,4.7077,1.1981,0.89866,0
0.28209,0.28209,0,0,0,0,4.7719,1.2352,0.84627,0
0.26565,0.26565,0,0,0,0,4.8312,1.2682,0.79694,0
0.24753,0.24753,0,0,0,0,4.8954,1.3024,0.74259,0
0.23791,0.23791,0,0,0,0,4.9284,1.3184,0.71374,0
0.20878,0.20878,0,0,0,0,5.0259,1.3616,0.62633,0
0.18177,0.18177,0,0,0,0,5.1141,1.3964,0.54531,0
0.17201,0.17201,0,0,0,0,5.1455,1.4076,0.51602,0
0.16305,0.16305,0,0,0,0,5.1737,1.4163,0.48915,0
0.13488,0.13488,0,0,0,0,5.2619,1.4417,0.40465,0
0.11561,0.11561,0,0,0,0,5.3218,1.4573,0.34684,0
0.094496,0.094496,0,0,0,0,5.3868,1.4716,0.28349,0
0.067128,0.067128,0,0,0,0,5.4701,1.4857,0.20138,0
0.060745,0.060745,0,0,0,0,5.4894,1.4883,0.18224,0
0.052922,0.052922,0,0,0,0,5.513,1.4905,0.15877,0
0.019871,0.019871,0,0,0,0,5.6123,1.4971,0.059614,0
-0.022414,-0.022414,0,0,0,0,5.7392,1.4965,-0.067242,0
-0.034827,-0.034827,0,0,0,0,5.7765,1.4949,-0.10448,0
-0.043601,-0.043601,0,0,0,0,5.8029,1.4926,-0.1308,0
-0.087054,-0.087054,0,0,0,0,5.9342,1.4764,-0.26116,0
-0.094316,-0.094316,0,0,0,0,5.9564,1.4723,-0.28295,0
-0.11679,-0.11679,0,0,0,0,6.0256,1.4568,-0.35038,0
-0.13848,-0.13848,0,0,0,0,6.093,1.4392,-0.41543,0
-0.15389,-0.15389,0,0,0,0,6.1412,1.4256,-0.46167,0
-0.18189,-0.18189,0,0,0,0,6.2307,1.3947,-0.54567,0
-0.19494,-0.19494,0,0,0,0,6.2725,1.38,-0.58483,0
-0.21449,-0.21449,0,0,0,0,6.3373,1.3526,-0.64347,0
-0.23492,-0.23492,0,0,0,0,6.4057,1.3221,-0.70475,0
-0.2506,-0.2506,0,0,0,0,6.4593,1.2965,-0.7518,0
-0.26648,-0.26648,0,0,0,0,6.5152,1.2673,-0.79944,0
-0.29227,-0.29227,0,0,0,0,6.6076,1.2168,-0.87681,0
-0.29348,-0.29348,0,0,0,0,6.612,1.2143,-0.88044,0
-0.29394,-0.29394,0,0,0,0,6.6137,1.2132,-0.88183,0
-0.29511,-0.29511,0,0,0,0,6.6181,1.2106,-0.88534,0
-0.319,-0.319,0,0,0,0,6.7099,1.1532,-0.95699,0
-0.32698,-0.32698,0,0,0,0,6.7417,1.1323,-0.98095,0
-0.35307,-0.35307,0,0,0,0,6.8475,1.0611,-1.0592,0
-0.35606,-0.35606,0,0,0,0,6.8602,1.0522,-1.0682,0
-0.38131,-0.38131,0,0,0,0,6.9722,0.96962,-1.1439,0
-0.38413,-0.38413,0,0.0066248,0.0066248,0.0066248,6.9854,0.95949,-1.1524,0
-0.39936,-0.39936,0,0.094262,0.094262,0.094262,7.0615,0.89866,-1.1981,0
-0.41174,-0.41174,0,0.20562,0.20562,0.20562,7.1257,0.84627,-1.2352,0
-0.42274,-0.42274,0,0.30462,0.30462,0.30462,7.185,0.79694,-1.2682,0
-0.43414,-0.43414,0,0.40727,0.40727,0.40727,7.2493,0.74259,-1.3024,0
-0.43948,-0.43948,0,0.45534,0.45534,0.45534,7.2823,0.71374,-1.3184,0
-0.45387,-0.45387,0,0.58479,0.58479,0.58479,7.3797,0.62633,-1.3616,0
-0.46547,-0.46547,0,0.68921,0.68921,0.68921,7.4679,0.54531,-1.3964,0
-0.4692,-0.4692,0,0.72278,0.72278,0.72278,7.4993,0.51602,-1.4076,0
-0.47211,-0.47211,0,0.74898,0.74898,0.74898,7.5275,0.48915,-1.4163,0
-0.48055,-0.48055,0,0.82498,0.82498,0.82498,7.6157,0.40465,-1.4417,0
-0.48578,-0.48578,0,0.87203,0.87203,0.87203,7.6756,0.34684,-1.4573,0
-0.49054,-0.49054,0,0.91484,0.91484,0.91484,7.7406,0.28349,-1.4716,0
-0.49523,-0.49523,0,0.95708,0.95708,0.95708,7.8239,0.20138,-1.4857,0
-0.4961,-0.4961,0,0.96488,0.96488,0.96488,7.8432,0.18224,-1.4883,0
-0.49685,-0.49685,0,0.97163,0.97163,0.97163,7.8668,0.15877,-1.4905,0
-0.49902,-0.49902,0,0.99117,0.99117,0.99117,7.9661,0.059614,-1.4971,0
-0.49883,-0.49883,0,0.98944,0.98944,0.98944,8.093,-0.067242,-1.4965,0
-0.49829,-0.49829,0,0.98465,0.98465,0.98465,8.1303,-0.10448,-1.4949,0
-0.49753,-0.49753,0,0.97778,0.97778,0.97778,8.1567,-0.1308,-1.4926,0
-0.49215,-0.49215,0,0.92934,0.92934,0.92934,8.2881,-0.26116,-1.4764,0
-0.49077,-0.49077,0,0.91692,0.91692,0.91692,8.3102,-0.28295,-1.4723,0
-0.48561,-0.48561,0,0.87048,0.87048,0.87048,8.3794,-0.35038,-1.4568,0
-0.47974,-0.47974,0,0.81765,0.81765,0.81765,8.4468,-0.41543,-1.4392,0
-0.47521,-0.47521,0,0.77686,0.77686,0.77686,8.495,-0.46167,-1.4256,0
