"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","arc_length","Points:0","Points:1","Points:2"
0.29489,0.29489,0,0.0001248,0.0001248,0.0001248,1.9096,-1.2111,0.88466,0
0.31799,0.31799,0,0.00022237,0.00022237,0.00022237,1.9985,-1.1554,0.95398,0
0.32708,0.32708,0,0.00024963,0.00024963,0.00024963,2.0348,-1.1316,0.98125,0
0.35307,0.35307,0,0.0003724,0.0003724,0.0003724,2.1399,-1.0611,1.0592,0
0.35606,0.35606,0,0.00038177,0.00038177,0.00038177,2.1525,-1.0522,1.0682,0
0.37998,0.37998,0,0.00056518,0.00056518,0.00056518,2.2584,-0.97432,1.1399,0
0.38293,0.38293,0,0.00059033,0.00059033,0.00059033,2.2722,-0.96372,1.1488,0
0.39974,0.39974,0,0.00088809,0.00088809,0.00088809,2.3566,-0.89606,1.1992,0
0.41346,0.41346,0,0.0012293,0.0012293,0.0012293,2.4272,-0.83862,1.2404,0
0.42352,0.42352,0,0.0013987,0.0013987,0.0013987,2.4814,-0.79361,1.2706,0
0.43428,0.43428,0,0.0016741,0.0016741,0.0016741,2.5423,-0.74207,1.3028,0
0.43945,0.43945,0,0.0019669,0.0019669,0.0019669,2.5746,-0.71364,1.3183,0
0.4549,0.4549,0,0.0027363,0.0027363,0.0027363,2.6798,-0.61926,1.3647,0
0.46814,0.46814,0,0.0038327,0.0038327,0.0038327,2.782,-0.52504,1.4044,0
0.47037,0.47037,0,0.0040252,0.0040252,0.0040252,2.8008,-0.50751,1.4111,0
0.47192,0.47192,0,0.0042124,0.0042124,0.0042124,2.8159,-0.49313,1.4158,0
0.48094,0.48094,0,0.0057762,0.0057762,0.0057762,2.9111,-0.40187,1.4428,0
0.48578,0.48578,0,0.0070855,0.0070855,0.0070855,2.968,-0.34684,1.4573,0
0.49054,0.49054,0,0.0082619,0.0082619,0.0082619,3.0329,-0.28352,1.4716,0
0.49517,0.49517,0,0.010533,0.010533,0.010533,3.115,-0.20263,1.4855,0
0.49607,0.49607,0,0.011035,0.011035,0.011035,3.1351,-0.18272,1.4882,0
0.49685,0.49685,0,0.011756,0.011756,0.011756,3.1597,-0.15824,1.4906,0
0.49902,0.49902,0,0.015867,0.015867,0.015867,3.2585,-0.059614,1.4971,0
0.49883,0.49883,0,0.022136,0.022136,0.022136,3.3854,0.067242,1.4965,0
0.4984,0.4984,0,0.024529,0.024529,0.024529,3.4206,0.10247,1.4952,0
0.49765,0.49765,0,0.026653,0.026653,0.026653,3.448,0.12975,1.4929,0
0.49236,0.49236,0,0.035734,0.035734,0.035734,3.5766,0.25741,1.4771,0
0.49084,0.49084,0,0.038151,0.038151,0.038151,3.6016,0.282,1.4725,0
0.48577,0.48577,0,0.043827,0.043827,0.043827,3.6696,0.34825,1.4573,0
0.47975,0.47975,0,0.051843,0.051843,0.051843,3.7391,0.41532,1.4392,0
0.47521,0.47521,0,0.056386,0.056386,0.056386,3.7874,0.46167,1.4256,0
0.46489,0.46489,0,0.068886,0.068886,0.068886,3.8769,0.54567,1.3947,0
0.46001,0.46001,0,0.073494,0.073494,0.073494,3.9187,0.58483,1.38,0
0.45085,0.45085,0,0.082731,0.082731,0.082731,3.9835,0.64347,1.3526,0
0.4407,0.4407,0,0.094193,0.094193,0.094193,4.0519,0.70475,1.3221,0
0.43217,0.43217,0,0.10388,0.10388,0.10388,4.1055,0.7518,1.2965,0
0.42243,0.42243,0,0.11283,0.11283,0.11283,4.1614,0.79944,1.2673,0
0.40559,0.40559,0,0.13046,0.13046,0.13046,4.2537,0.87681,1.2168,0
0.40475,0.40475,0,0.13131,0.13131,0.13131,4.2582,0.88044,1.2143,0
0.40441,0.40441,0,0.13174,0.13174,0.13174,4.2599,0.88183,1.2132,0
0.40353,0.40353,0,0.13271,0.13271,0.13271,4.2643,0.88534,1.2106,0
0.3844,0.3844,0,0.1531,0.1531,0.1531,4.3561,0.95699,1.1532,0
0.37744,0.37744,0,0.15918,0.15918,0.15918,4.3879,0.98095,1.1323,0
0.3537,0.3537,0,0.18346,0.18346,0.18346,4.4937,1.0592,1.0611,0
0.35072,0.35072,0,0.18589,0.18589,0.18589,4.5064,1.0682,1.0522,0
0.32321,0.32321,0,0.21288,0.21288,0.21288,4.6184,1.1439,0.96962,0
0.31983,0.31983,0,0.21576,0.21576,0.21576,4.6316,1.1524,0.95949,0
0.29955,0.29955,0,0.23372,0.23372,0.23372,4.7077,1.1981,0.89866,0
0.28209,0.28209,0,0.25017,0.25017,0.25017,4.7719,1.2352,0.84627,0
0.26565,0.26565,0,0.26268,0.26268,0.26268,4.8312,1.2682,0.79694,0
0.24753,0.24753,0,0.27721,0.27721,0.27721,4.8954,1.3024,0.74259,0
0.23791,0.23791,0,0.28499,0.28499,0.28499,4.9284,1.3184,0.71374,0
0.20878,0.20878,0,0.30497,0.30497,0.30497,5.0259,1.3616,0.62633,0
0.18177,0.18177,0,0.32234,0.32234,0.32234,5.1141,1.3964,0.54531,0
0.17201,0.17201,0,0.32765,0.32765,0.32765,5.1455,1.4076,0.51602,0
0.16305,0.16305,0,0.33165,0.33165,0.33165,5.1737,1.4163,0.48915,0
0.13488,0.13488,0,0.34271,0.34271,0.34271,5.2619,1.4417,0.40465,0
0.11561,0.11561,0,0.35074,0.35074,0.35074,5.3218,1.4573,0.34684,0
0.094496,0.094496,0,0.35782,0.35782,0.35782,5.3868,1.4716,0.28349,0
0.067128,0.067128,0,0.36485,0.36485,0.36485,5.4701,1.4857,0.20138,0
0.060745,0.060745,0,0.36588,0.36588,0.36588,5.4894,1.4883,0.18224,0
0.052922,0.052922,0,0.36667,0.36667,0.36667,5.513,1.4905,0.15877,0
0.019871,0.019871,0,0.36802,0.36802,0.36802,5.6123,1.4971,0.059614,0
-0.022414,-0.022414,0,0.3635,0.3635,0.3635,5.7392,1.4965,-0.067242,0
-0.034827,-0.034827,0,0.36107,0.36107,0.36107,5.7765,1.4949,-0.10448,0
-0.043601,-0.043601,0,0.35871,0.35871,0.35871,5.8029,1.4926,-0.1308,0
-0.087054,-0.087054,0,0.34626,0.34626,0.34626,5.9342,1.4764,-0.26116,0
-0.094316,-0.094316,0,0.34351,0.34351,0.34351,5.9564,1.4723,-0.28295,0
-0.11679,-0.11679,0,0.33378,0.33378,0.33378,6.0256,1.4568,-0.35038,0
-0.13848,-0.13848,0,0.32271,0.32271,0.32271,6.093,1.4392,-0.41543,0
-0.15389,-0.15389,0,0.31517,0.31517,0.31517,6.1412,1.4256,-0.46167,0
-0.18189,-0.18189,0,0.29737,0.29737,0.29737,6.2307,1.3947,-0.54567,0
-0.19494,-0.19494,0,0.29002,0.29002,0.29002,6.2725,1.38,-0.58483,0
-0.21449,-0.21449,0,0.27675,0.27675,0.27675,6.3373,1.3526,-0.64347,0
-0.23492,-0.23492,0,0.26112,0.26112,0.26112,6.4057,1.3221,-0.70475,0
-0.2506,-0.2506,0,0.24878,0.24878,0.24878,6.4593,1.2965,-0.7518,0
-0.26648,-0.26648,0,0.23685,0.23685,0.23685,6.5152,1.2673,-0.79944,0
-0.29227,-0.29227,0,0.21597,0.21597,0.21597,6.6076,1.2168,-0.87681,0
-0.29348,-0.29348,0,0.21494,0.21494,0.21494,6.612,1.2143,-0.88044,0
-0.29394,-0.29394,0,0.21447,0.21447,0.21447,6.6137,1.2132,-0.88183,0
-0.29511,-0.29511,0,0.21344,0.21344,0.21344,6.6181,1.2106,-0.88534,0
-0.319,-0.319,0,0.19141,0.19141,0.19141,6.7099,1.1532,-0.95699,0
-0.32698,-0.32698,0,0.18507,0.18507,0.18507,6.7417,1.1323,-0.98095,0
-0.35307,-0.35307,0,0.16186,0.16186,0.16186,6.8475,1.0611,-1.0592,0
-0.35606,-0.35606,0,0.15965,0.15965,0.15965,6.8602,1.0522,-1.0682,0
-0.38131,-0.38131,0,0.13684,0.13684,0.13684,6.9722,0.96962,-1.1439,0
-0.38413,-0.38413,0,0.13455,0.13455,0.13455,6.9854,0.95949,-1.1524,0
-0.39936,-0.39936,0,0.12025,0.12025,0.12025,7.0615,0.89866,-1.1981,0
-0.41174,-0.41174,0,0.10803,0.10803,0.10803,7.1257,0.84627,-1.2352,0
-0.42274,-0.42274,0,0.09929,0.09929,0.09929,7.185,0.79694,-1.2682,0
-0.43414,-0.43414,0,0.089318,0.089318,0.089318,7.2493,0.74259,-1.3024,0
-0.43948,-0.43948,0,0.084,0.084,0.084,7.2823,0.71374,-1.3184,0
-0.45387,-0.45387,0,0.071473,0.071473,0.071473,7.3797,0.62633,-1.3616,0
-0.46547,-0.46547,0,0.060422,0.060422,0.060422,7.4679,0.54531,-1.3964,0
-0.4692,-0.4692,0,0.05726,0.05726,0.05726,7.4993,0.51602,-1.4076,0
-0.47211,-0.47211,0,0.054754,0.054754,0.054754,7.5275,0.48915,-1.4163,0
-0.48055,-0.48055,0,0.046579,0.046579,0.046579,7.6157,0.40465,-1.4417,0
-0.48578,-0.48578,0,0.040593,0.040593,0.040593,7.6756,0.34684,-1.4573,0
-0.49054,-0.49054,0,0.035848,0.035848,0.035848,7.7406,0.28349,-1.4716,0
-0.49523,-0.49523,0,0.029694,0.029694,0.029694,7.8239,0.20138,-1.4857,0
-0.4961,-0.4961,0,0.028656,0.028656,0.028656,7.8432,0.18224,-1.4883,0
-0.49685,-0.49685,0,0.027465,0.027465,0.027465,7.8668,0.15877,-1.4905,0
-0.49902,-0.49902,0,0.021749,0.021749,0.021749,7.9661,0.059614,-1.4971,0
-0.49883,-0.49883,0,0.016622,0.016622,0.016622,8.093,-0.067242,-1.4965,0
-0.49829,-0.49829,0,0.014814,0.014814,0.014814,8.1303,-0.10448,-1.4949,0
-0.49753,-0.49753,0,0.013756,0.013756,0.013756,8.1567,-0.1308,-1.4926,0
-0.49215,-0.49215,0,0.01006,0.01006,0.01006,8.2881,-0.26116,-1.4764,0
-0.49077,-0.49077,0,0.0094036,0.0094036,0.0094036,8.3102,-0.28295,-1.4723,0
-0.48561,-0.48561,0,0.0080576,0.0080576,0.0080576,8.3794,-0.35038,-1.4568,0
-0.47974,-0.47974,0,0.0065975,0.0065975,0.0065975,8.4468,-0.41543,-1.4392,0
-0.47521,-0.47521,0,0.0059224,0.0059224,0.0059224,8.495,-0.46167,-1.4256,0
-0.46489,-0.46489,0,0.0045403,0.0045403,0.0045403,8.5845,-0.54567,-1.3947,0
-0.46001,-0.46001,0,0.0041039,0.0041039,0.0041039,8.6263,-0.58483,-1.38,0
-0.45085,-0.45085,0,0.0035544,0.0035544,0.0035544,8.6911,-0.64347,-1.3526,0
-0.4407,-0.4407,0,0.0028666,0.0028666,0.0028666,8.7595,-0.70475,-1.3221,0
-0.43217,-0.43217,0,0.0023959,0.0023959,0.0023959,8.8131,-0.7518,-1.2965,0
-0.42243,-0.42243,0,0.0021423,0.0021423,0.0021423,8.869,-0.79944,-1.2673,0
-0.40559,-0.40559,0,0.0016118,0.0016118,0.0016118,8.9614,-0.87681,-1.2168,0
-0.40475,-0.40475,0,0.0015917,0.0015917,0.0015917,8.9658,-0.88044,-1.2143,0
-0.40441,-0.40441,0,0.0015779,0.0015779,0.0015779,8.9675,-0.88183,-1.2132,0
-0.40353,-0.40353,0,0.0015565,0.0015565,0.0015565,8.9719,-0.88534,-1.2106,0
-0.3844,-0.3844,0,0.0011689,0.0011689,0.0011689,9.0637,-0.95699,-1.1532,0
-0.37744,-0.37744,0,0.0011049,0.0011049,0.0011049,9.0955,-0.98095,-1.1323,0
-0.3537,-0.3537,0,0.00077641,0.00077641,0.00077641,9.2013,-1.0592,-1.0611,0
-0.35072,-0.35072,0,0.0007588,0.0007588,0.0007588,9.214,-1.0682,-1.0522,0
-0.32321,-0.32321,0,0.00052178,0.00052178,0.00052178,9.326,-1.1439,-0.96962,0
-0.31983,-0.31983,0,0.0005059,0.0005059,0.0005059,9.3392,-1.1524,-0.95949,0
-0.29955,-0.29955,0,0.00041879,0.00041879,0.00041879,9.4153,-1.1981,-0.89866,0
