"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","arc_length","Points:0","Points:1","Points:2"
0.13578,0.13578,0,9.693e-06,9.693e-06,9.693e-06,1.3774,-1.4435,0.40733,0
0.13816,0.13816,0,9.2166e-06,9.2166e-06,9.2166e-06,1.3848,-1.4414,0.41447,0
0.15404,0.15404,0,8.666e-06,8.666e-06,8.666e-06,1.4347,-1.4267,0.46212,0
0.15945,0.15945,0,4.7506e-06,4.7506e-06,4.7506e-06,1.4518,-1.4211,0.47835,0
0.1748,0.1748,0,3.5081e-06,3.5081e-06,3.5081e-06,1.5006,-1.405,0.52441,0
0.18154,0.18154,0,-1.0439e-05,-1.0439e-05,-1.0439e-05,1.5224,-1.397,0.54461,0
0.19505,0.19505,0,-2.8513e-05,-2.8513e-05,-2.8513e-05,1.566,-1.3808,0.58515,0
0.21573,0.21573,0,-9.3892e-05,-9.3892e-05,-9.3892e-05,1.634,-1.3531,0.6472,0
0.21642,0.21642,0,-9.7196e-05,-9.7196e-05,-9.7196e-05,1.6362,-1.3522,0.64925,0
0.21734,0.21734,0,-0.00010283,-0.00010283,-0.00010283,1.6393,-1.3508,0.65203,0
0.23514,0.23514,0,-0.00021025,-0.00021025,-0.00021025,1.6994,-1.3232,0.70542,0
0.24686,0.24686,0,-0.0002998,-0.0002998,-0.0002998,1.7394,-1.3043,0.74059,0
0.24881,0.24881,0,-0.00031566,-0.00031566,-0.00031566,1.7461,-1.301,0.74642,0
0.25043,0.25043,0,-0.00032837,-0.00032837,-0.00032837,1.7517,-1.2981,0.7513,0
0.2668,0.2668,0,-0.00045715,-0.00045715,-0.00045715,1.8093,-1.2679,0.80039,0
0.27612,0.27612,0,-0.00052922,-0.00052922,-0.00052922,1.8425,-1.2502,0.82836,0
0.28038,0.28038,0,-0.00056199,-0.00056199,-0.00056199,1.858,-1.2415,0.84115,0
0.29238,0.29238,0,-0.00061016,-0.00061016,-0.00061016,1.9016,-1.2167,0.87713,0
0.2935,0.2935,0,-0.00061493,-0.00061493,-0.00061493,1.9058,-1.2143,0.88051,0
0.29395,0.29395,0,-0.00061496,-0.00061496,-0.00061496,1.9075,-1.2133,0.88186,0
0.29485,0.29485,0,-0.0006163,-0.0006163,-0.0006163,1.9108,-1.2113,0.88454,0
0.30608,0.30608,0,-0.00063093,-0.00063093,-0.00063093,1.9532,-1.1856,0.91823,0
0.31322,0.31322,0,-0.00064007,-0.00064007,-0.00064007,1.9803,-1.1689,0.93967,0
0.3181,0.3181,0,-0.00039467,-0.00039467,-0.00039467,1.9993,-1.1568,0.9543,0
0.3275,0.3275,0,-0.00016913,-0.00016913,-0.00016913,2.0366,-1.1325,0.9825,0
0.33585,0.33585,0,0.0011507,0.0011507,0.0011507,2.0699,-1.1105,1.0075,0
0.34165,0.34165,0,0.0014703,0.0014703,0.0014703,2.0937,-1.0943,1.0249,0
0.35311,0.35311,0,0.010278,0.010278,0.010278,2.1412,-1.0615,1.0593,0
0.35618,0.35618,0,0.012548,0.012548,0.012548,2.1542,-1.0523,1.0686,0
0.36724,0.36724,0,0.031872,0.031872,0.031872,2.2022,-1.0176,1.1017,0
0.36913,0.36913,0,0.035081,0.035081,0.035081,2.2107,-1.0113,1.1074,0
0.38001,0.38001,0,0.066793,0.066793,0.066793,2.2599,-0.97452,1.14,0
0.38308,0.38308,0,0.077488,0.077488,0.077488,2.2742,-0.96361,1.1492,0
0.39076,0.39076,0,0.11006,0.11006,0.11006,2.3111,-0.9347,1.1723,0
0.39613,0.39613,0,0.13846,0.13846,0.13846,2.3369,-0.91459,1.1884,0
0.4004,0.4004,0,0.15983,0.15983,0.15983,2.3583,-0.89738,1.2012,0
0.4111,0.4111,0,0.22774,0.22774,0.22774,2.4128,-0.85343,1.2333,0
0.41288,0.41288,0,0.23942,0.23942,0.23942,2.4221,-0.84579,1.2386,0
0.4137,0.4137,0,0.24568,0.24568,0.24568,2.4265,-0.84209,1.2411,0
0.42394,0.42394,0,0.3205,0.3205,0.3205,2.4832,-0.79453,1.2718,0
0.42723,0.42723,0,0.34732,0.34732,0.34732,2.5018,-0.77873,1.2817,0
0.43074,0.43074,0,0.37552,0.37552,0.37552,2.5225,-0.76086,1.2922,0
0.43446,0.43446,0,0.40672,0.40672,0.40672,2.5445,-0.74195,1.3034,0
0.43953,0.43953,0,0.45098,0.45098,0.45098,2.576,-0.71437,1.3186,0
0.446,0.446,0,0.50845,0.50845,0.50845,2.6179,-0.67722,1.338,0
0.45219,0.45219,0,0.56453,0.56453,0.56453,2.6601,-0.63928,1.3566,0
0.45528,0.45528,0,0.59255,0.59255,0.59255,2.6821,-0.61941,1.3658,0
0.45908,0.45908,0,0.6275,0.6275,0.6275,2.7108,-0.59302,1.3772,0
0.46329,0.46329,0,0.66621,0.66621,0.66621,2.7431,-0.56333,1.3899,0
0.46817,0.46817,0,0.711,0.711,0.711,2.7833,-0.5259,1.4045,0
0.47044,0.47044,0,0.73186,0.73186,0.73186,2.8028,-0.50755,1.4113,0
0.47216,0.47216,0,0.74759,0.74759,0.74759,2.8188,-0.49245,1.4165,0
0.47639,0.47639,0,0.78626,0.78626,0.78626,2.8595,-0.45375,1.4292,0
0.47981,0.47981,0,0.81733,0.81733,0.81733,2.8939,-0.42098,1.4394,0
0.4816,0.4816,0,0.83357,0.83357,0.83357,2.9137,-0.40184,1.4448,0
0.48631,0.48631,0,0.87605,0.87605,0.87605,2.969,-0.3484,1.4589,0
0.48642,0.48642,0,0.877,0.877,0.877,2.9703,-0.34711,1.4593,0
0.4905,0.4905,0,0.91323,0.91323,0.91323,3.0287,-0.29003,1.4715,0
0.49095,0.49095,0,0.91723,0.91723,0.91723,3.0356,-0.28333,1.4729,0
0.49184,0.49184,0,0.92491,0.92491,0.92491,3.0509,-0.26823,1.4755,0
0.49399,0.49399,0,0.94356,0.94356,0.94356,3.0895,-0.23014,1.482,0
0.4953,0.4953,0,0.9546,0.9546,0.9546,3.1166,-0.20331,1.4859,0
0.49618,0.49618,0,0.96207,0.96207,0.96207,3.1373,-0.18278,1.4886,0
0.49711,0.49711,0,0.96952,0.96952,0.96952,3.1629,-0.15735,1.4913,0
0.49822,0.49822,0,0.97827,0.97827,0.97827,3.1987,-0.12173,1.4947,0
0.49931,0.49931,0,0.98595,0.98595,0.98595,3.2477,-0.07283,1.4979,0
0.49956,0.49956,0,0.98768,0.98768,0.98768,3.2606,-0.059934,1.4987,0
0.49963,0.49963,0,0.98828,0.98828,0.98828,3.2711,-0.049483,1.4989,0
0.49979,0.49979,0,0.98912,0.98912,0.98912,3.3449,0.024346,1.4994,0
0.49925,0.49925,0,0.98539,0.98539,0.98539,3.3897,0.069114,1.4977,0
0.49866,0.49866,0,0.98226,0.98226,0.98226,3.4232,0.10252,1.496,0
0.49799,0.49799,0,0.97746,0.97746,0.97746,3.4495,0.12882,1.494,0
0.49656,0.49656,0,0.96682,0.96682,0.96682,3.4944,0.1735,1.4897,0
0.49499,0.49499,0,0.95415,0.95415,0.95415,3.5297,0.20844,1.485,0
0.49249,0.49249,0,0.93285,0.93285,0.93285,3.5795,0.25769,1.4775,0
0.49101,0.49101,0,0.91997,0.91997,0.91997,3.604,0.28175,1.473,0
0.48935,0.48935,0,0.90516,0.90516,0.90516,3.6288,0.30604,1.4681,0
0.4863,0.4863,0,0.87673,0.87673,0.87673,3.6724,0.34868,1.4589,0
0.48628,0.48628,0,0.87652,0.87652,0.87652,3.6726,0.34895,1.4588,0
0.4861,0.4861,0,0.87471,0.87471,0.87471,3.6748,0.35105,1.4583,0
0.48118,0.48118,0,0.82573,0.82573,0.82573,3.7328,0.40708,1.4435,0
0.48046,0.48046,0,0.81826,0.81826,0.81826,3.7403,0.41436,1.4414,0
0.47558,0.47558,0,0.76606,0.76606,0.76606,3.7903,0.46212,1.4267,0
0.47371,0.47371,0,0.74504,0.74504,0.74504,3.8075,0.47835,1.4211,0
0.46833,0.46833,0,0.68391,0.68391,0.68391,3.8563,0.52441,1.405,0
0.46566,0.46566,0,0.65341,0.65341,0.65341,3.878,0.54461,1.397,0
0.46028,0.46028,0,0.59134,0.59134,0.59134,3.9216,0.58515,1.3808,0
0.45104,0.45104,0,0.48512,0.48512,0.48512,3.9896,0.6472,1.3531,0
0.45072,0.45072,0,0.4815,0.4815,0.4815,3.9919,0.64925,1.3522,0
0.45026,0.45026,0,0.47667,0.47667,0.47667,3.995,0.65203,1.3508,0
0.44108,0.44108,0,0.38242,0.38242,0.38242,4.055,0.70542,1.3232,0
0.43475,0.43475,0,0.32334,0.32334,0.32334,4.095,0.74059,1.3043,0
0.43365,0.43365,0,0.31288,0.31288,0.31288,4.1017,0.74642,1.301,0
0.43271,0.43271,0,0.30494,0.30494,0.30494,4.1073,0.7513,1.2981,0
0.42265,0.42265,0,0.2277,0.2277,0.2277,4.165,0.80039,1.2679,0
0.41673,0.41673,0,0.18628,0.18628,0.18628,4.1981,0.82836,1.2502,0
0.41382,0.41382,0,0.17057,0.17057,0.17057,4.2136,0.84115,1.2415,0
0.40557,0.40557,0,0.12723,0.12723,0.12723,4.2573,0.87713,1.2167,0
0.40477,0.40477,0,0.12302,0.12302,0.12302,4.2614,0.88051,1.2143,0
0.40444,0.40444,0,0.1213,0.1213,0.1213,4.2631,0.88185,1.2133,0
0.40362,0.40362,0,0.11814,0.11814,0.11814,4.2672,0.88517,1.2109,0
0.39483,0.39483,0,0.083881,0.083881,0.083881,4.3107,0.91973,1.1845,0
0.39009,0.39009,0,0.070013,0.070013,0.070013,4.3338,0.93802,1.1703,0
0.38479,0.38479,0,0.055206,0.055206,0.055206,4.3588,0.95722,1.1544,0
0.37768,0.37768,0,0.041856,0.041856,0.041856,4.3914,0.98196,1.133,0
0.36959,0.36959,0,0.028068,0.028068,0.028068,4.4281,1.0094,1.1088,0
0.36487,0.36487,0,0.023007,0.023007,0.023007,4.449,1.0248,1.0946,0
0.35384,0.35384,0,0.012289,0.012289,0.012289,4.4968,1.0593,1.0615,0
0.35076,0.35076,0,0.010913,0.010913,0.010913,4.5099,1.0686,1.0523,0
0.33852,0.33852,0,0.0052848,0.0052848,0.0052848,4.5606,1.1036,1.0156,0
0.33631,0.33631,0,0.0048107,0.0048107,0.0048107,4.5695,1.1096,1.0089,0
0.32328,0.32328,0,0.0017995,0.0017995,0.0017995,4.6217,1.144,0.96983,0
0.3198,0.3198,0,0.0015598,0.0015598,0.0015598,4.6353,1.1528,0.95941,0
0.31107,0.31107,0,0.00085357,0.00085357,0.00085357,4.6688,1.1737,0.9332,0
0.30318,0.30318,0,0.00042823,0.00042823,0.00042823,4.699,1.1925,0.90955,0
0.29991,0.29991,0,0.00031645,0.00031645,0.00031645,4.7113,1.1998,0.89973,0
0.2844,0.2844,0,5.8983e-05,5.8983e-05,5.8983e-05,4.7688,1.2336,0.85321,0
0.28341,0.28341,0,4.0921e-05,4.0921e-05,4.0921e-05,4.7724,1.2357,0.85021,0
0.2832,0.2832,0,3.9721e-05,3.9721e-05,3.9721e-05,4.7732,1.2362,0.8496,0
0.26596,0.26596,0,-1.1812e-05,-1.1812e-05,-1.1812e-05,4.8349,1.2698,0.79787,0
0.26169,0.26169,0,-9.9574e-06,-9.9574e-06,-9.9574e-06,4.85,1.2779,0.78507,0
0.25442,0.25442,0,-1.2919e-05,-1.2919e-05,-1.2919e-05,4.8754,1.2907,0.76325,0
0.24748,0.24748,0,-9.3674e-06,-9.3674e-06,-9.3674e-06,4.8995,1.3031,0.74244,0
0.23812,0.23812,0,-2.3793e-06,-2.3793e-06,-2.3793e-06,4.9317,1.3187,0.71437,0
0.22719,0.22719,0,-2.2465e-07,-2.2465e-07,-2.2465e-07,4.9687,1.3358,0.68158,0
0.21334,0.21334,0,3.6223e-06,3.6223e-06,3.6223e-06,5.015,1.3564,0.64002,0
0.20878,0.20878,0,3.671e-06,3.671e-06,3.671e-06,5.0301,1.3628,0.62634,0
0.20075,0.20075,0,3.9227e-06,3.9227e-06,3.9227e-06,5.0564,1.3733,0.60224,0
0.19005,0.19005,0,4.3942e-06,4.3942e-06,4.3942e-06,5.0914,1.3872,0.57015,0
0.18214,0.18214,0,4.4804e-06,4.4804e-06,4.4804e-06,5.1169,1.3966,0.54642,0
0.17203,0.17203,0,3.8605e-06,3.8605e-06,3.8605e-06,5.1494,1.4081,0.51608,0
0.16258,0.16258,0,3.2377e-06,3.2377e-06,3.2377e-06,5.1794,1.4179,0.48773,0
0.15284,0.15284,0,2.5051e-06,2.5051e-06,2.5051e-06,5.2102,1.4276,0.45853,0
0.14379,0.14379,0,2.0356e-06,2.0356e-06,2.0356e-06,5.2387,1.4363,0.43137,0
0.13484,0.13484,0,1.8013e-06,1.8013e-06,1.8013e-06,5.2666,1.4439,0.40453,0
0.11613,0.11613,0,8.7609e-07,8.7609e-07,8.7609e-07,5.3247,1.4589,0.3484,0
0.1157,0.1157,0,8.7028e-07,8.7028e-07,8.7028e-07,5.326,1.4593,0.34711,0
0.09664,0.09664,0,4.9287e-07,4.9287e-07,4.9287e-07,5.3845,1.4715,0.28992,0
0.094432,0.094432,0,4.7594e-07,4.7594e-07,4.7594e-07,5.3912,1.4729,0.2833,0
0.089531,0.089531,0,4.3521e-07,4.3521e-07,4.3521e-07,5.4062,1.4755,0.26859,0
0.076659,0.076659,0,2.793e-07,2.793e-07,2.793e-07,5.4453,1.482,0.22998,0
0.067347,0.067347,0,2.0265e-07,2.0265e-07,2.0265e-07,5.4736,1.4861,0.20204,0
0.060765,0.060765,0,1.6604e-07,1.6604e-07,1.6604e-07,5.4935,1.4886,0.1823,0
0.05264,0.05264,0,1.475e-07,1.475e-07,1.475e-07,5.518,1.4913,0.15792,0
0.040481,0.040481,0,1.109e-07,1.109e-07,1.109e-07,5.5546,1.4947,0.12144,0
0.024194,0.024194,0,8.517e-08,8.517e-08,8.517e-08,5.6036,1.498,0.072583,0
0.019978,0.019978,0,7.5367e-08,7.5367e-08,7.5367e-08,5.6163,1.4987,0.059934,0
0.016494,0.016494,0,7.1487e-08,7.1487e-08,7.1487e-08,5.6267,1.4989,0.049483,0
-0.0081152,-0.0081152,0,3.7614e-08,3.7614e-08,3.7614e-08,5.7006,1.4994,-0.024346,0
-0.023038,-0.023038,0,2.7866e-08,2.7866e-08,2.7866e-08,5.7454,1.4977,-0.069114,0
-0.034826,-0.034826,0,1.2762e-08,1.2762e-08,1.2762e-08,5.7808,1.4958,-0.10448,0
-0.043233,-0.043233,0,1.6395e-08,1.6395e-08,1.6395e-08,5.8061,1.4938,-0.1297,0
-0.059166,-0.059166,0,1.0718e-08,1.0718e-08,1.0718e-08,5.8541,1.4892,-0.1775,0
-0.069743,-0.069743,0,8.4689e-09,8.4689e-09,8.4689e-09,5.8861,1.4848,-0.20923,0
-0.08712,-0.08712,0,3.9597e-09,3.9597e-09,3.9597e-09,5.9389,1.4768,-0.26136,0
-0.094221,-0.094221,0,3.1033e-09,3.1033e-09,3.1033e-09,5.9605,1.4729,-0.28266,0
-0.10245,-0.10245,0,1.7588e-09,1.7588e-09,1.7588e-09,5.9857,1.4678,-0.30735,0
-0.11698,-0.11698,0,4.8528e-10,4.8528e-10,4.8528e-10,6.0303,1.4584,-0.35093,0
-0.11701,-0.11701,0,4.8316e-10,4.8316e-10,4.8316e-10,6.0304,1.4583,-0.35103,0
-0.11725,-0.11725,0,4.7604e-10,4.7604e-10,4.7604e-10,6.0312,1.4582,-0.35176,0
-0.1358,-0.1358,0,-9.229e-11,-9.229e-11,-9.229e-11,6.0887,1.4434,-0.4074,0
-0.13816,-0.13816,0,-1.1318e-10,-1.1318e-10,-1.1318e-10,6.0961,1.4414,-0.41448,0
-0.15404,-0.15404,0,-2.0753e-10,-2.0753e-10,-2.0753e-10,6.1459,1.4267,-0.46212,0
-0.15945,-0.15945,0,-2.3862e-10,-2.3862e-10,-2.3862e-10,6.1631,1.4211,-0.47835,0
-0.1748,-0.1748,0,-2.1823e-10,-2.1823e-10,-2.1823e-10,6.2119,1.405,-0.52441,0
-0.18154,-0.18154,0,-2.2204e-10,-2.2204e-10,-2.2204e-10,6.2336,1.397,-0.54461,0
-0.19505,-0.19505,0,-1.9766e-10,-1.9766e-10,-1.9766e-10,6.2773,1.3808,-0.58515,0
-0.21573,-0.21573,0,-1.8104e-10,-1.8104e-10,-1.8104e-10,6.3453,1.3531,-0.6472,0
-0.21642,-0.21642,0,-1.8401e-10,-1.8401e-10,-1.8401e-10,6.3475,1.3522,-0.64925,0
-0.21734,-0.21734,0,-1.8374e-10,-1.8374e-10,-1.8374e-10,6.3506,1.3508,-0.65203,0
-0.23514,-0.23514,0,-1.7334e-10,-1.7334e-10,-1.7334e-10,6.4107,1.3232,-0.70542,0
-0.24686,-0.24686,0,-1.4968e-10,-1.4968e-10,-1.4968e-10,6.4506,1.3043,-0.74059,0
-0.24881,-0.24881,0,-1.4402e-10,-1.4402e-10,-1.4402e-10,6.4574,1.301,-0.74642,0
-0.25043,-0.25043,0,-1.3988e-10,-1.3988e-10,-1.3988e-10,6.463,1.2981,-0.7513,0
-0.2668,-0.2668,0,-1.1178e-10,-1.1178e-10,-1.1178e-10,6.5206,1.2679,-0.80039,0
-0.27612,-0.27612,0,-8.9831e-11,-8.9831e-11,-8.9831e-11,6.5538,1.2502,-0.82836,0
-0.28038,-0.28038,0,-8.4854e-11,-8.4854e-11,-8.4854e-11,6.5692,1.2415,-0.84115,0
-0.29238,-0.29238,0,-5.8884e-11,-5.8884e-11,-5.8884e-11,6.6129,1.2167,-0.87713,0
-0.2935,-0.2935,0,-5.6981e-11,-5.6981e-11,-5.6981e-11,6.6171,1.2143,-0.88051,0
-0.29395,-0.29395,0,-5.5951e-11,-5.5951e-11,-5.5951e-11,6.6187,1.2133,-0.88185,0
-0.29506,-0.29506,0,-5.4763e-11,-5.4763e-11,-5.4763e-11,6.6229,1.2109,-0.88517,0
-0.30658,-0.30658,0,-4.7496e-11,-4.7496e-11,-4.7496e-11,6.6663,1.1845,-0.91973,0
-0.31267,-0.31267,0,-4.2718e-11,-4.2718e-11,-4.2718e-11,6.6895,1.1703,-0.93802,0
-0.31907,-0.31907,0,-3.7832e-11,-3.7832e-11,-3.7832e-11,6.7144,1.1544,-0.95722,0
-0.32732,-0.32732,0,-3.3643e-11,-3.3643e-11,-3.3643e-11,6.7471,1.133,-0.98196,0
-0.33648,-0.33648,0,-2.6195e-11,-2.6195e-11,-2.6195e-11,6.7838,1.1088,-1.0094,0
-0.34158,-0.34158,0,-2.4361e-11,-2.4361e-11,-2.4361e-11,6.8046,1.0946,-1.0248,0
-0.35311,-0.35311,0,-1.7294e-11,-1.7294e-11,-1.7294e-11,6.8524,1.0615,-1.0593,0
-0.35618,-0.35618,0,-1.6674e-11,-1.6674e-11,-1.6674e-11,6.8655,1.0523,-1.0686,0
-0.36785,-0.36785,0,-1.2087e-11,-1.2087e-11,-1.2087e-11,6.9162,1.0156,-1.1036,0
-0.36986,-0.36986,0,-1.1771e-11,-1.1771e-11,-1.1771e-11,6.9252,1.0089,-1.1096,0
-0.38134,-0.38134,0,-8.4343e-12,-8.4343e-12,-8.4343e-12,6.9773,0.96983,-1.144,0
-0.38426,-0.38426,0,-8.018e-12,-8.018e-12,-8.018e-12,6.9909,0.95941,-1.1528,0
-0.39122,-0.39122,0,-7.7642e-12,-7.7642e-12,-7.7642e-12,7.0244,0.9332,-1.1737,0
-0.3975,-0.3975,0,-6.6342e-12,-6.6342e-12,-6.6342e-12,7.0547,0.90955,-1.1925,0
-0.39994,-0.39994,0,-6.6591e-12,-6.6591e-12,-6.6591e-12,7.0669,0.89973,-1.1998,0
-0.41121,-0.41121,0,-5.1827e-12,-5.1827e-12,-5.1827e-12,7.1244,0.85321,-1.2336,0
-0.41191,-0.41191,0,-5.0826e-12,-5.0826e-12,-5.0826e-12,7.1281,0.85021,-1.2357,0
-0.41205,-0.41205,0,-5.0547e-12,-5.0547e-12,-5.0547e-12,7.1288,0.8496,-1.2362,0
-0.42326,-0.42326,0,-4.1447e-12,-4.1447e-12,-4.1447e-12,7.1905,0.79787,-1.2698,0
-0.42595,-0.42595,0,-3.9106e-12,-3.9106e-12,-3.9106e-12,7.2057,0.78507,-1.2779,0
-0.43024,-0.43024,0,-3.6534e-12,-3.6534e-12,-3.6534e-12,7.231,0.76325,-1.2907,0
-0.43435,-0.43435,0,-3.4124e-12,-3.4124e-12,-3.4124e-12,7.2552,0.74244,-1.3031,0
-0.43955,-0.43955,0,-3.0661e-12,-3.0661e-12,-3.0661e-12,7.2873,0.71437,-1.3187,0
-0.44528,-0.44528,0,-2.8108e-12,-2.8108e-12,-2.8108e-12,7.3243,0.68158,-1.3358,0
-0.45212,-0.45212,0,-2.4568e-12,-2.4568e-12,-2.4568e-12,7.3707,0.64002,-1.3564,0
-0.45426,-0.45426,0,-2.3907e-12,-2.3907e-12,-2.3907e-12,7.3858,0.62634,-1.3628,0
-0.45776,-0.45776,0,-2.2434e-12,-2.2434e-12,-2.2434e-12,7.4121,0.60224,-1.3733,0
-0.46239,-0.46239,0,-1.9283e-12,-1.9283e-12,-1.9283e-12,7.447,0.57015,-1.3872,0
-0.46555,-0.46555,0,-1.7521e-12,-1.7521e-12,-1.7521e-12,7.4726,0.54642,-1.3966,0
-0.46935,-0.46935,0,-1.5617e-12,-1.5617e-12,-1.5617e-12,7.505,0.51608,-1.4081,0
-0.47263,-0.47263,0,-1.4451e-12,-1.4451e-12,-1.4451e-12,7.535,0.48773,-1.4179,0
-0.47588,-0.47588,0,-1.4548e-12,-1.4548e-12,-1.4548e-12,7.5658,0.45853,-1.4276,0
-0.47878,-0.47878,0,-1.2406e-12,-1.2406e-12,-1.2406e-12,7.5943,0.43137,-1.4363,0
-0.4813,-0.4813,0,-1.1982e-12,-1.1982e-12,-1.1982e-12,7.6222,0.40453,-1.4439,0
-0.48631,-0.48631,0,-8.1965e-13,-8.1965e-13,-8.1965e-13,7.6803,0.3484,-1.4589,0
-0.48642,-0.48642,0,-8.1693e-13,-8.1693e-13,-8.1693e-13,7.6816,0.34711,-1.4593,0
-0.49051,-0.49051,0,-6.0301e-13,-6.0301e-13,-6.0301e-13,7.7401,0.28992,-1.4715,0
-0.49096,-0.49096,0,-5.9093e-13,-5.9093e-13,-5.9093e-13,7.7469,0.2833,-1.4729,0
-0.49182,-0.49182,0,-5.4161e-13,-5.4161e-13,-5.4161e-13,7.7618,0.26859,-1.4755,0
-0.49399,-0.49399,0,-4.3485e-13,-4.3485e-13,-4.3485e-13,7.801,0.22998,-1.482,0
