"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","arc_length","Points:0","Points:1","Points:2"
-0.11518,-0.11518,0,9.9721e-13,9.9721e-13,9.9721e-13,0.61632,-1.4597,-0.34555,0
-0.095218,-0.095218,0,1.0122e-12,1.0122e-12,1.0122e-12,0.67755,-1.4724,-0.28565,0
-0.09319,-0.09319,0,1.0178e-12,1.0178e-12,1.0178e-12,0.68376,-1.4736,-0.27957,0
-0.088804,-0.088804,0,1.0534e-12,1.0534e-12,1.0534e-12,0.69711,-1.4759,-0.26641,0
-0.075292,-0.075292,0,9.936e-13,9.936e-13,9.936e-13,0.7382,-1.4826,-0.22587,0
-0.065362,-0.065362,0,1.0939e-12,1.0939e-12,1.0939e-12,0.7683,-1.4869,-0.19608,0
-0.058944,-0.058944,0,1.0813e-12,1.0813e-12,1.0813e-12,0.7877,-1.4893,-0.17683,0
-0.052005,-0.052005,0,1.079e-12,1.079e-12,1.079e-12,0.80863,-1.4915,-0.15602,0
-0.039405,-0.039405,0,1.2931e-12,1.2931e-12,1.2931e-12,0.84659,-1.495,-0.11821,0
-0.021115,-0.021115,0,1.4288e-12,1.4288e-12,1.4288e-12,0.90158,-1.4985,-0.063346,0
-0.019304,-0.019304,0,1.451e-12,1.451e-12,1.451e-12,0.90702,-1.4988,-0.057912,0
-0.017831,-0.017831,0,1.4555e-12,1.4555e-12,1.4555e-12,0.91144,-1.4989,-0.053493,0
0.0086618,0.0086618,0,1.6548e-12,1.6548e-12,1.6548e-12,0.99092,-1.4994,0.025985,0
0.022117,0.022117,0,1.738e-12,1.738e-12,1.738e-12,1.0313,-1.4979,0.066352,0
0.034982,0.034982,0,2.4035e-12,2.4035e-12,2.4035e-12,1.07,-1.4957,0.10495,0
0.043573,0.043573,0,2.8873e-12,2.8873e-12,2.8873e-12,1.0958,-1.4937,0.13072,0
0.059139,0.059139,0,3.2372e-12,3.2372e-12,3.2372e-12,1.1427,-1.4892,0.17742,0
0.069888,0.069888,0,3.6471e-12,3.6471e-12,3.6471e-12,1.1753,-1.4847,0.20967,0
0.08712,0.08712,0,4.1853e-12,4.1853e-12,4.1853e-12,1.2276,-1.4768,0.26136,0
0.09419,0.09419,0,4.6007e-12,4.6007e-12,4.6007e-12,1.2492,-1.4729,0.28257,0
0.10236,0.10236,0,5.1429e-12,5.1429e-12,5.1429e-12,1.2742,-1.4678,0.30707,0
0.11679,0.11679,0,6.0808e-12,6.0808e-12,6.0808e-12,1.3185,-1.4585,0.35037,0
0.11686,0.11686,0,6.0817e-12,6.0817e-12,6.0817e-12,1.3187,-1.4585,0.35058,0
0.1169,0.1169,0,6.0825e-12,6.0825e-12,6.0825e-12,1.3188,-1.4584,0.3507,0
0.13578,0.13578,0,6.8542e-12,6.8542e-12,6.8542e-12,1.3774,-1.4435,0.40733,0
0.13816,0.13816,0,6.8269e-12,6.8269e-12,6.8269e-12,1.3848,-1.4414,0.41447,0
0.15404,0.15404,0,7.2279e-12,7.2279e-12,7.2279e-12,1.4347,-1.4267,0.46212,0
0.15945,0.15945,0,6.953e-12,6.953e-12,6.953e-12,1.4518,-1.4211,0.47835,0
0.1748,0.1748,0,6.9674e-12,6.9674e-12,6.9674e-12,1.5006,-1.405,0.52441,0
0.18154,0.18154,0,6.5185e-12,6.5185e-12,6.5185e-12,1.5224,-1.397,0.54461,0
0.19505,0.19505,0,5.902e-12,5.902e-12,5.902e-12,1.566,-1.3808,0.58515,0
0.21573,0.21573,0,5.3326e-12,5.3326e-12,5.3326e-12,1.634,-1.3531,0.6472,0
0.21642,0.21642,0,5.039e-12,5.039e-12,5.039e-12,1.6362,-1.3522,0.64925,0
0.21734,0.21734,0,4.5706e-12,4.5706e-12,4.5706e-12,1.6393,-1.3508,0.65203,0
0.23514,0.23514,0,-4.4685e-12,-4.4685e-12,-4.4685e-12,1.6994,-1.3232,0.70542,0
0.24686,0.24686,0,-9.5824e-12,-9.5824e-12,-9.5824e-12,1.7394,-1.3043,0.74059,0
0.24881,0.24881,0,-9.808e-12,-9.808e-12,-9.808e-12,1.7461,-1.301,0.74642,0
0.25043,0.25043,0,-1.1067e-11,-1.1067e-11,-1.1067e-11,1.7517,-1.2981,0.7513,0
0.2668,0.2668,0,-1.3953e-11,-1.3953e-11,-1.3953e-11,1.8093,-1.2679,0.80039,0
0.27612,0.27612,0,-5.8786e-12,-5.8786e-12,-5.8786e-12,1.8425,-1.2502,0.82836,0
0.28038,0.28038,0,-5.0618e-12,-5.0618e-12,-5.0618e-12,1.858,-1.2415,0.84115,0
0.29238,0.29238,0,-2.0989e-11,-2.0989e-11,-2.0989e-11,1.9016,-1.2167,0.87713,0
0.2935,0.2935,0,-2.0954e-11,-2.0954e-11,-2.0954e-11,1.9058,-1.2143,0.88051,0
0.29395,0.29395,0,-1.7158e-11,-1.7158e-11,-1.7158e-11,1.9075,-1.2133,0.88186,0
0.29485,0.29485,0,-1.8304e-11,-1.8304e-11,-1.8304e-11,1.9108,-1.2113,0.88454,0
0.30608,0.30608,0,1.9453e-11,1.9453e-11,1.9453e-11,1.9532,-1.1856,0.91823,0
0.31322,0.31322,0,7.6783e-12,7.6783e-12,7.6783e-12,1.9803,-1.1689,0.93967,0
0.3181,0.3181,0,5.6973e-11,5.6973e-11,5.6973e-11,1.9993,-1.1568,0.9543,0
0.3275,0.3275,0,1.1938e-10,1.1938e-10,1.1938e-10,2.0366,-1.1325,0.9825,0
0.33585,0.33585,0,2.0545e-10,2.0545e-10,2.0545e-10,2.0699,-1.1105,1.0075,0
0.34165,0.34165,0,2.3538e-10,2.3538e-10,2.3538e-10,2.0937,-1.0943,1.0249,0
0.35311,0.35311,0,3.3873e-10,3.3873e-10,3.3873e-10,2.1412,-1.0615,1.0593,0
0.35618,0.35618,0,3.5838e-10,3.5838e-10,3.5838e-10,2.1542,-1.0523,1.0686,0
0.36724,0.36724,0,4.241e-10,4.241e-10,4.241e-10,2.2022,-1.0176,1.1017,0
0.36913,0.36913,0,4.3991e-10,4.3991e-10,4.3991e-10,2.2107,-1.0113,1.1074,0
0.38001,0.38001,0,5.7696e-10,5.7696e-10,5.7696e-10,2.2599,-0.97452,1.14,0
0.38308,0.38308,0,6.3973e-10,6.3973e-10,6.3973e-10,2.2742,-0.96361,1.1492,0
0.39076,0.39076,0,1.4027e-09,1.4027e-09,1.4027e-09,2.3111,-0.9347,1.1723,0
0.39613,0.39613,0,1.9643e-09,1.9643e-09,1.9643e-09,2.3369,-0.91459,1.1884,0
0.4004,0.4004,0,2.4606e-09,2.4606e-09,2.4606e-09,2.3583,-0.89738,1.2012,0
0.4111,0.4111,0,3.6888e-09,3.6888e-09,3.6888e-09,2.4128,-0.85343,1.2333,0
0.41288,0.41288,0,3.634e-09,3.634e-09,3.634e-09,2.4221,-0.84579,1.2386,0
0.4137,0.4137,0,3.226e-09,3.226e-09,3.226e-09,2.4265,-0.84209,1.2411,0
0.42394,0.42394,0,2.783e-09,2.783e-09,2.783e-09,2.4832,-0.79453,1.2718,0
0.42723,0.42723,0,2.341e-09,2.341e-09,2.341e-09,2.5018,-0.77873,1.2817,0
0.43074,0.43074,0,1.1068e-09,1.1068e-09,1.1068e-09,2.5225,-0.76086,1.2922,0
0.43446,0.43446,0,1.5711e-09,1.5711e-09,1.5711e-09,2.5445,-0.74195,1.3034,0
0.43953,0.43953,0,-3.1317e-09,-3.1317e-09,-3.1317e-09,2.576,-0.71437,1.3186,0
0.446,0.446,0,-5.7184e-09,-5.7184e-09,-5.7184e-09,2.6179,-0.67722,1.338,0
0.45219,0.45219,0,-1.6401e-08,-1.6401e-08,-1.6401e-08,2.6601,-0.63928,1.3566,0
0.45528,0.45528,0,-1.907e-08,-1.907e-08,-1.907e-08,2.6821,-0.61941,1.3658,0
0.45908,0.45908,0,-2.4055e-08,-2.4055e-08,-2.4055e-08,2.7108,-0.59302,1.3772,0
0.46329,0.46329,0,-4.0127e-08,-4.0127e-08,-4.0127e-08,2.7431,-0.56333,1.3899,0
0.46817,0.46817,0,-6.0634e-08,-6.0634e-08,-6.0634e-08,2.7833,-0.5259,1.4045,0
0.47044,0.47044,0,-7.1599e-08,-7.1599e-08,-7.1599e-08,2.8028,-0.50755,1.4113,0
0.47216,0.47216,0,-8.0192e-08,-8.0192e-08,-8.0192e-08,2.8188,-0.49245,1.4165,0
0.47639,0.47639,0,-1.3379e-07,-1.3379e-07,-1.3379e-07,2.8595,-0.45375,1.4292,0
0.47981,0.47981,0,-1.9638e-07,-1.9638e-07,-1.9638e-07,2.8939,-0.42098,1.4394,0
0.4816,0.4816,0,-2.3106e-07,-2.3106e-07,-2.3106e-07,2.9137,-0.40184,1.4448,0
0.48631,0.48631,0,-3.732e-07,-3.732e-07,-3.732e-07,2.969,-0.3484,1.4589,0
0.48642,0.48642,0,-3.758e-07,-3.758e-07,-3.758e-07,2.9703,-0.34711,1.4593,0
0.4905,0.4905,0,-4.943e-07,-4.943e-07,-4.943e-07,3.0287,-0.29003,1.4715,0
0.49095,0.49095,0,-5.1265e-07,-5.1265e-07,-5.1265e-07,3.0356,-0.28333,1.4729,0
0.49184,0.49184,0,-5.6542e-07,-5.6542e-07,-5.6542e-07,3.0509,-0.26823,1.4755,0
0.49399,0.49399,0,-6.2177e-07,-6.2177e-07,-6.2177e-07,3.0895,-0.23014,1.482,0
0.4953,0.4953,0,-6.4645e-07,-6.4645e-07,-6.4645e-07,3.1166,-0.20331,1.4859,0
0.49618,0.49618,0,-6.5518e-07,-6.5518e-07,-6.5518e-07,3.1373,-0.18278,1.4886,0
0.49711,0.49711,0,-7.0254e-07,-7.0254e-07,-7.0254e-07,3.1629,-0.15735,1.4913,0
0.49822,0.49822,0,-4.7367e-07,-4.7367e-07,-4.7367e-07,3.1987,-0.12173,1.4947,0
0.49931,0.49931,0,-2.3147e-07,-2.3147e-07,-2.3147e-07,3.2477,-0.07283,1.4979,0
0.49956,0.49956,0,-1.5378e-07,-1.5378e-07,-1.5378e-07,3.2606,-0.059934,1.4987,0
0.49963,0.49963,0,-9.6552e-08,-9.6552e-08,-9.6552e-08,3.2711,-0.049483,1.4989,0
0.49979,0.49979,0,1.4605e-06,1.4605e-06,1.4605e-06,3.3449,0.024346,1.4994,0
0.49925,0.49925,0,2.7375e-06,2.7375e-06,2.7375e-06,3.3897,0.069114,1.4977,0
0.49866,0.49866,0,4.9328e-06,4.9328e-06,4.9328e-06,3.4232,0.10252,1.496,0
0.49799,0.49799,0,7.032e-06,7.032e-06,7.032e-06,3.4495,0.12882,1.494,0
0.49656,0.49656,0,9.965e-06,9.965e-06,9.965e-06,3.4944,0.1735,1.4897,0
0.49499,0.49499,0,1.1622e-05,1.1622e-05,1.1622e-05,3.5297,0.20844,1.485,0
0.49249,0.49249,0,1.4621e-05,1.4621e-05,1.4621e-05,3.5795,0.25769,1.4775,0
0.49101,0.49101,0,1.5103e-05,1.5103e-05,1.5103e-05,3.604,0.28175,1.473,0
0.48935,0.48935,0,1.6018e-05,1.6018e-05,1.6018e-05,3.6288,0.30604,1.4681,0
0.4863,0.4863,0,1.7449e-05,1.7449e-05,1.7449e-05,3.6724,0.34868,1.4589,0
0.48628,0.48628,0,1.7459e-05,1.7459e-05,1.7459e-05,3.6726,0.34895,1.4588,0
0.4861,0.4861,0,1.7463e-05,1.7463e-05,1.7463e-05,3.6748,0.35105,1.4583,0
0.48118,0.48118,0,1.5933e-05,1.5933e-05,1.5933e-05,3.7328,0.40708,1.4435,0
0.48046,0.48046,0,1.2884e-05,1.2884e-05,1.2884e-05,3.7403,0.41436,1.4414,0
0.47558,0.47558,0,2.7971e-06,2.7971e-06,2.7971e-06,3.7903,0.46212,1.4267,0
0.47371,0.47371,0,-1.2958e-05,-1.2958e-05,-1.2958e-05,3.8075,0.47835,1.4211,0
0.46833,0.46833,0,-3.9575e-05,-3.9575e-05,-3.9575e-05,3.8563,0.52441,1.405,0
0.46566,0.46566,0,-7.4091e-05,-7.4091e-05,-7.4091e-05,3.878,0.54461,1.397,0
0.46028,0.46028,0,-0.0001262,-0.0001262,-0.0001262,3.9216,0.58515,1.3808,0
0.45104,0.45104,0,-0.00027188,-0.00027188,-0.00027188,3.9896,0.6472,1.3531,0
0.45072,0.45072,0,-0.00027812,-0.00027812,-0.00027812,3.9919,0.64925,1.3522,0
0.45026,0.45026,0,-0.00028707,-0.00028707,-0.00028707,3.995,0.65203,1.3508,0
0.44108,0.44108,0,-0.00046117,-0.00046117,-0.00046117,4.055,0.70542,1.3232,0
0.43475,0.43475,0,-0.00058244,-0.00058244,-0.00058244,4.095,0.74059,1.3043,0
0.43365,0.43365,0,-0.00060172,-0.00060172,-0.00060172,4.1017,0.74642,1.301,0
0.43271,0.43271,0,-0.00061476,-0.00061476,-0.00061476,4.1073,0.7513,1.2981,0
0.42265,0.42265,0,-0.00074745,-0.00074745,-0.00074745,4.165,0.80039,1.2679,0
0.41673,0.41673,0,-0.00079476,-0.00079476,-0.00079476,4.1981,0.82836,1.2502,0
0.41382,0.41382,0,-0.00081833,-0.00081833,-0.00081833,4.2136,0.84115,1.2415,0
0.40557,0.40557,0,-0.00083703,-0.00083703,-0.00083703,4.2573,0.87713,1.2167,0
0.40477,0.40477,0,-0.00083853,-0.00083853,-0.00083853,4.2614,0.88051,1.2143,0
0.40444,0.40444,0,-0.00083823,-0.00083823,-0.00083823,4.2631,0.88185,1.2133,0
0.40362,0.40362,0,-0.00083799,-0.00083799,-0.00083799,4.2672,0.88517,1.2109,0
0.39483,0.39483,0,-0.00083378,-0.00083378,-0.00083378,4.3107,0.91973,1.1845,0
0.39009,0.39009,0,-0.00083625,-0.00083625,-0.00083625,4.3338,0.93802,1.1703,0
0.38479,0.38479,0,-0.0002416,-0.0002416,-0.0002416,4.3588,0.95722,1.1544,0
0.37768,0.37768,0,0.00027341,0.00027341,0.00027341,4.3914,0.98196,1.133,0
0.36959,0.36959,0,0.0037108,0.0037108,0.0037108,4.4281,1.0094,1.1088,0
0.36487,0.36487,0,0.0048079,0.0048079,0.0048079,4.449,1.0248,1.0946,0
0.35384,0.35384,0,0.017275,0.017275,0.017275,4.4968,1.0593,1.0615,0
0.35076,0.35076,0,0.020376,0.020376,0.020376,4.5099,1.0686,1.0523,0
0.33852,0.33852,0,0.044727,0.044727,0.044727,4.5606,1.1036,1.0156,0
0.33631,0.33631,0,0.048764,0.048764,0.048764,4.5695,1.1096,1.0089,0
0.32328,0.32328,0,0.085341,0.085341,0.085341,4.6217,1.144,0.96983,0
0.3198,0.3198,0,0.09593,0.09593,0.09593,4.6353,1.1528,0.95941,0
0.31107,0.31107,0,0.12587,0.12587,0.12587,4.6688,1.1737,0.9332,0
0.30318,0.30318,0,0.15779,0.15779,0.15779,4.699,1.1925,0.90955,0
0.29991,0.29991,0,0.16976,0.16976,0.16976,4.7113,1.1998,0.89973,0
0.2844,0.2844,0,0.23801,0.23801,0.23801,4.7688,1.2336,0.85321,0
0.28341,0.28341,0,0.24237,0.24237,0.24237,4.7724,1.2357,0.85021,0
0.2832,0.2832,0,0.24336,0.24336,0.24336,4.7732,1.2362,0.8496,0
0.26596,0.26596,0,0.32146,0.32146,0.32146,4.8349,1.2698,0.79787,0
0.26169,0.26169,0,0.34243,0.34243,0.34243,4.85,1.2779,0.78507,0
0.25442,0.25442,0,0.37538,0.37538,0.37538,4.8754,1.2907,0.76325,0
0.24748,0.24748,0,0.40845,0.40845,0.40845,4.8995,1.3031,0.74244,0
0.23812,0.23812,0,0.45236,0.45236,0.45236,4.9317,1.3187,0.71437,0
0.22719,0.22719,0,0.50166,0.50166,0.50166,4.9687,1.3358,0.68158,0
0.21334,0.21334,0,0.56239,0.56239,0.56239,5.015,1.3564,0.64002,0
0.20878,0.20878,0,0.58137,0.58137,0.58137,5.0301,1.3628,0.62634,0
0.20075,0.20075,0,0.6134,0.6134,0.6134,5.0564,1.3733,0.60224,0
0.19005,0.19005,0,0.65553,0.65553,0.65553,5.0914,1.3872,0.57015,0
0.18214,0.18214,0,0.68451,0.68451,0.68451,5.1169,1.3966,0.54642,0
0.17203,0.17203,0,0.71939,0.71939,0.71939,5.1494,1.4081,0.51608,0
0.16258,0.16258,0,0.74945,0.74945,0.74945,5.1794,1.4179,0.48773,0
0.15284,0.15284,0,0.77926,0.77926,0.77926,5.2102,1.4276,0.45853,0
0.14379,0.14379,0,0.80559,0.80559,0.80559,5.2387,1.4363,0.43137,0
0.13484,0.13484,0,0.82846,0.82846,0.82846,5.2666,1.4439,0.40453,0
0.11613,0.11613,0,0.8734,0.8734,0.8734,5.3247,1.4589,0.3484,0
0.1157,0.1157,0,0.87434,0.87434,0.87434,5.326,1.4593,0.34711,0
0.09664,0.09664,0,0.91015,0.91015,0.91015,5.3845,1.4715,0.28992,0
0.094432,0.094432,0,0.91406,0.91406,0.91406,5.3912,1.4729,0.2833,0
0.089531,0.089531,0,0.9214,0.9214,0.9214,5.4062,1.4755,0.26859,0
0.076659,0.076659,0,0.93994,0.93994,0.93994,5.4453,1.482,0.22998,0
0.067347,0.067347,0,0.95125,0.95125,0.95125,5.4736,1.4861,0.20204,0
0.060765,0.060765,0,0.95835,0.95835,0.95835,5.4935,1.4886,0.1823,0
0.05264,0.05264,0,0.96554,0.96554,0.96554,5.518,1.4913,0.15792,0
0.040481,0.040481,0,0.97446,0.97446,0.97446,5.5546,1.4947,0.12144,0
0.024194,0.024194,0,0.98286,0.98286,0.98286,5.6036,1.498,0.072583,0
0.019978,0.019978,0,0.98474,0.98474,0.98474,5.6163,1.4987,0.059934,0
0.016494,0.016494,0,0.98568,0.98568,0.98568,5.6267,1.4989,0.049483,0
-0.0081152,-0.0081152,0,0.98794,0.98794,0.98794,5.7006,1.4994,-0.024346,0
-0.023038,-0.023038,0,0.98565,0.98565,0.98565,5.7454,1.4977,-0.069114,0
-0.034826,-0.034826,0,0.98387,0.98387,0.98387,5.7808,1.4958,-0.10448,0
-0.043233,-0.043233,0,0.98008,0.98008,0.98008,5.8061,1.4938,-0.1297,0
-0.059166,-0.059166,0,0.96941,0.96941,0.96941,5.8541,1.4892,-0.1775,0
-0.069743,-0.069743,0,0.95659,0.95659,0.95659,5.8861,1.4848,-0.20923,0
-0.08712,-0.08712,0,0.93165,0.93165,0.93165,5.9389,1.4768,-0.26136,0
-0.094221,-0.094221,0,0.91834,0.91834,0.91834,5.9605,1.4729,-0.28266,0
-0.10245,-0.10245,0,0.90086,0.90086,0.90086,5.9857,1.4678,-0.30735,0
-0.11698,-0.11698,0,0.86624,0.86624,0.86624,6.0303,1.4584,-0.35093,0
-0.11701,-0.11701,0,0.86615,0.86615,0.86615,6.0304,1.4583,-0.35103,0
-0.11725,-0.11725,0,0.86541,0.86541,0.86541,6.0312,1.4582,-0.35176,0
-0.1358,-0.1358,0,0.80784,0.80784,0.80784,6.0887,1.4434,-0.4074,0
-0.13816,-0.13816,0,0.79944,0.79944,0.79944,6.0961,1.4414,-0.41448,0
-0.15404,-0.15404,0,0.73978,0.73978,0.73978,6.1459,1.4267,-0.46212,0
-0.15945,-0.15945,0,0.71644,0.71644,0.71644,6.1631,1.4211,-0.47835,0
-0.1748,-0.1748,0,0.64952,0.64952,0.64952,6.2119,1.405,-0.52441,0
-0.18154,-0.18154,0,0.61755,0.61755,0.61755,6.2336,1.397,-0.54461,0
-0.19505,-0.19505,0,0.55334,0.55334,0.55334,6.2773,1.3808,-0.58515,0
-0.21573,-0.21573,0,0.44934,0.44934,0.44934,6.3453,1.3531,-0.6472,0
-0.21642,-0.21642,0,0.44576,0.44576,0.44576,6.3475,1.3522,-0.64925,0
-0.21734,-0.21734,0,0.44117,0.44117,0.44117,6.3506,1.3508,-0.65203,0
-0.23514,-0.23514,0,0.35254,0.35254,0.35254,6.4107,1.3232,-0.70542,0
-0.24686,-0.24686,0,0.29881,0.29881,0.29881,6.4506,1.3043,-0.74059,0
-0.24881,-0.24881,0,0.28924,0.28924,0.28924,6.4574,1.301,-0.74642,0
-0.25043,-0.25043,0,0.28209,0.28209,0.28209,6.463,1.2981,-0.7513,0
-0.2668,-0.2668,0,0.21362,0.21362,0.21362,6.5206,1.2679,-0.80039,0
-0.27612,-0.27612,0,0.17697,0.17697,0.17697,6.5538,1.2502,-0.82836,0
-0.28038,-0.28038,0,0.16317,0.16317,0.16317,6.5692,1.2415,-0.84115,0
-0.29238,-0.29238,0,0.12482,0.12482,0.12482,6.6129,1.2167,-0.87713,0
-0.2935,-0.2935,0,0.1211,0.1211,0.1211,6.6171,1.2143,-0.88051,0
-0.29395,-0.29395,0,0.11957,0.11957,0.11957,6.6187,1.2133,-0.88185,0
-0.29506,-0.29506,0,0.11674,0.11674,0.11674,6.6229,1.2109,-0.88517,0
-0.30658,-0.30658,0,0.086144,0.086144,0.086144,6.6663,1.1845,-0.91973,0
-0.31267,-0.31267,0,0.073513,0.073513,0.073513,6.6895,1.1703,-0.93802,0
-0.31907,-0.31907,0,0.059919,0.059919,0.059919,6.7144,1.1544,-0.95722,0
-0.32732,-0.32732,0,0.047219,0.047219,0.047219,6.7471,1.133,-0.98196,0
-0.33648,-0.33648,0,0.033757,0.033757,0.033757,6.7838,1.1088,-1.0094,0
-0.34158,-0.34158,0,0.028586,0.028586,0.028586,6.8046,1.0946,-1.0248,0
-0.35311,-0.35311,0,0.017337,0.017337,0.017337,6.8524,1.0615,-1.0593,0
-0.35618,-0.35618,0,0.015699,0.015699,0.015699,6.8655,1.0523,-1.0686,0
-0.36785,-0.36785,0,0.0089073,0.0089073,0.0089073,6.9162,1.0156,-1.1036,0
-0.36986,-0.36986,0,0.0082623,0.0082623,0.0082623,6.9252,1.0089,-1.1096,0
-0.38134,-0.38134,0,0.0041227,0.0041227,0.0041227,6.9773,0.96983,-1.144,0
-0.38426,-0.38426,0,0.0036659,0.0036659,0.0036659,6.9909,0.95941,-1.1528,0
-0.39122,-0.39122,0,0.0023798,0.0023798,0.0023798,7.0244,0.9332,-1.1737,0
-0.3975,-0.3975,0,0.0014987,0.0014987,0.0014987,7.0547,0.90955,-1.1925,0
-0.39994,-0.39994,0,0.0012589,0.0012589,0.0012589,7.0669,0.89973,-1.1998,0
-0.41121,-0.41121,0,0.00047641,0.00047641,0.00047641,7.1244,0.85321,-1.2336,0
-0.41191,-0.41191,0,0.00042343,0.00042343,0.00042343,7.1281,0.85021,-1.2357,0
-0.41205,-0.41205,0,0.0004161,0.0004161,0.0004161,7.1288,0.8496,-1.2362,0
-0.42326,-0.42326,0,0.00012517,0.00012517,0.00012517,7.1905,0.79787,-1.2698,0
-0.42595,-0.42595,0,9.1109e-05,9.1109e-05,9.1109e-05,7.2057,0.78507,-1.2779,0
-0.43024,-0.43024,0,4.4099e-05,4.4099e-05,4.4099e-05,7.231,0.76325,-1.2907,0
-0.43435,-0.43435,0,2.695e-05,2.695e-05,2.695e-05,7.2552,0.74244,-1.3031,0
-0.43955,-0.43955,0,5.3348e-06,5.3348e-06,5.3348e-06,7.2873,0.71437,-1.3187,0
-0.44528,-0.44528,0,-2.0043e-06,-2.0043e-06,-2.0043e-06,7.3243,0.68158,-1.3358,0
-0.45212,-0.45212,0,-1.725e-06,-1.725e-06,-1.725e-06,7.3707,0.64002,-1.3564,0
-0.45426,-0.45426,0,-2.4754e-06,-2.4754e-06,-2.4754e-06,7.3858,0.62634,-1.3628,0
-0.45776,-0.45776,0,-1.1332e-06,-1.1332e-06,-1.1332e-06,7.4121,0.60224,-1.3733,0
-0.46239,-0.46239,0,7.8067e-07,7.8067e-07,7.8067e-07,7.447,0.57015,-1.3872,0
-0.46555,-0.46555,0,1.9835e-06,1.9835e-06,1.9835e-06,7.4726,0.54642,-1.3966,0
-0.46935,-0.46935,0,1.9066e-06,1.9066e-06,1.9066e-06,7.505,0.51608,-1.4081,0
-0.47263,-0.47263,0,1.932e-06,1.932e-06,1.932e-06,7.535,0.48773,-1.4179,0
-0.47588,-0.47588,0,1.6574e-06,1.6574e-06,1.6574e-06,7.5658,0.45853,-1.4276,0
-0.47878,-0.47878,0,1.9735e-06,1.9735e-06,1.9735e-06,7.5943,0.43137,-1.4363,0
-0.4813,-0.4813,0,1.7661e-06,1.7661e-06,1.7661e-06,7.6222,0.40453,-1.4439,0
-0.48631,-0.48631,0,1.6557e-06,1.6557e-06,1.6557e-06,7.6803,0.3484,-1.4589,0
-0.48642,-0.48642,0,1.6451e-06,1.6451e-06,1.6451e-06,7.6816,0.34711,-1.4593,0
-0.49051,-0.49051,0,1.1291e-06,1.1291e-06,1.1291e-06,7.7401,0.28992,-1.4715,0
-0.49096,-0.49096,0,1.0883e-06,1.0883e-06,1.0883e-06,7.7469,0.2833,-1.4729,0
-0.49182,-0.49182,0,1.0104e-06,1.0104e-06,1.0104e-06,7.7618,0.26859,-1.4755,0
-0.49399,-0.49399,0,7.8237e-07,7.8237e-07,7.8237e-07,7.801,0.22998,-1.482,0
-0.49536,-0.49536,0,6.1723e-07,6.1723e-07,6.1723e-07,7.8292,0.20204,-1.4861,0
-0.49621,-0.49621,0,5.3986e-07,5.3986e-07,5.3986e-07,7.8491,0.1823,-1.4886,0
-0.49709,-0.49709,0,4.7645e-07,4.7645e-07,4.7645e-07,7.8736,0.15792,-1.4913,0
