"psi","forces:0","forces:1","forces:2","vort","mu","rho","temperature","pressure","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.14583,0,0,0,2.4031,0,0,0.0017143,0,3.6264,-0.0067603,0,0,0,0,1,0.04,5,0.04,0
0.14948,0,0,0,2.3995,0,0,0.0017122,0,3.6242,-0.0069293,0,0,0,0,1,0.041,5,0.041,0
0.15313,0,0,0,2.3959,0,0,0.00171,0,3.622,-0.0070983,0,0,0,0,1,0.042,5,0.042,0
0.15677,0,0,0,2.3923,0,0,0.0017079,0,3.6198,-0.0072673,0,0,0,0,1,0.043,5,0.043,0
0.16042,0,0,0,2.3887,0,0,0.0017057,0,3.6177,-0.0074363,0,0,0,0,1,0.044,5,0.044,0
0.16406,0,0,0,2.3852,0,0,0.0017036,0,3.6155,-0.0076053,0,0,0,0,1,0.045,5,0.045,0
0.16771,0,0,0,2.3816,0,0,0.0017014,0,3.6133,-0.0077743,0,0,0,0,1,0.046,5,0.046,0
0.17136,0,0,0,2.378,0,0,0.0016993,0,3.6111,-0.0079433,0,0,0,0,1,0.047,5,0.047,0
0.175,0,0,0,2.3744,0,0,0.0016971,0,3.6089,-0.0081123,0,0,0,0,1,0.048,5,0.048,0
0.17865,0,0,0,2.3708,0,0,0.001695,0,3.6067,-0.0082813,0,0,0,0,1,0.049,5,0.049,0
0.18229,0,0,0,2.3672,0,0,0.0016929,0,3.6045,-0.0084503,0,0,0,0,1,0.05,5,0.05,0
0.18594,0,0,0,2.3636,0,0,0.0016907,0,3.6023,-0.0086193,0,0,0,0,1,0.051,5,0.051,0
0.18958,0,0,0,2.36,0,0,0.0016886,0,3.6001,-0.0087883,0,0,0,0,1,0.052,5,0.052,0
0.19323,0,0,0,2.3564,0,0,0.0016864,0,3.5979,-0.0089574,0,0,0,0,1,0.053,5,0.053,0
0.19688,0,0,0,2.3528,0,0,0.0016843,0,3.5957,-0.0091264,0,0,0,0,1,0.054,5,0.054,0
0.20052,0,0,0,2.3493,0,0,0.0016821,0,3.5935,-0.0093011,0,0,0,0,1,0.055,5,0.055,0
0.20417,0,0,0,2.3463,0,0,0.0016794,0,3.5912,-0.0095421,0,0,0,0,1,0.056,5,0.056,0
0.20783,0,0,0,2.3434,0,0,0.0016768,0,3.5889,-0.0097831,0,0,0,0,1,0.057,5,0.057,0
0.21148,0,0,0,2.3404,0,0,0.0016741,0,3.5866,-0.010024,0,0,0,0,1,0.058,5,0.058,0
0.21513,0,0,0,2.3375,0,0,0.0016714,0,3.5843,-0.010265,0,0,0,0,1,0.059,5,0.059,0
0.21876,0,0,0,2.3379,0,0,0.001668,0,3.5819,-0.010479,0,0,0,0,1,0.06,5,0.06,0
0.22226,0,0,0,2.3638,0,0,0.0016591,0,3.5788,-0.010489,0,0,0,0,1,0.061,5,0.061,0
0.22577,0,0,0,2.3898,0,0,0.0016502,0,3.5757,-0.010499,0,0,0,0,1,0.062,5,0.062,0
0.22927,0,0,0,2.4157,0,0,0.0016412,0,3.5726,-0.010509,0,0,0,0,1,0.063,5,0.063,0
0.23277,0,0,0,2.4416,0,0,0.0016323,0,3.5695,-0.010519,0,0,0,0,1,0.064,5,0.064,0
0.23628,0,0,0,2.4671,0,0,0.0016233,0,3.5665,-0.010517,0,0,0,0,1,0.065,5,0.065,0
0.23979,0,0,0,2.4923,0,0,0.0016143,0,3.5636,-0.010507,0,0,0,0,1,0.066,5,0.066,0
0.2433,0,0,0,2.5175,0,0,0.0016052,0,3.5607,-0.010497,0,0,0,0,1,0.067,5,0.067,0
0.24681,0,0,0,2.5428,0,0,0.0015962,0,3.5578,-0.010487,0,0,0,0,1,0.068,5,0.068,0
0.25032,0,0,0,2.568,0,0,0.0015871,0,3.5549,-0.010477,0,0,0,0,1,0.069,5,0.069,0
0.25383,0,0,0,2.5932,0,0,0.001578,0,3.552,-0.010466,0,0,0,0,1,0.07,5,0.07,0
0.25733,0,0,0,2.6184,0,0,0.001569,0,3.5491,-0.010456,0,0,0,0,1,0.071,5,0.071,0
0.26084,0,0,0,2.6436,0,0,0.0015599,0,3.5462,-0.010446,0,0,0,0,1,0.072,5,0.072,0
0.26435,0,0,0,2.6689,0,0,0.0015509,0,3.5433,-0.010436,0,0,0,0,1,0.073,5,0.073,0
0.26786,0,0,0,2.6941,0,0,0.0015418,0,3.5404,-0.010425,0,0,0,0,1,0.074,5,0.074,0
0.27137,0,0,0,2.7193,0,0,0.0015328,0,3.5375,-0.010415,0,0,0,0,1,0.075,5,0.075,0
0.27488,0,0,0,2.7445,0,0,0.0015237,0,3.5346,-0.010405,0,0,0,0,1,0.076,5,0.076,0
0.27839,0,0,0,2.7697,0,0,0.0015147,0,3.5317,-0.010395,0,0,0,0,1,0.077,5,0.077,0
0.2819,0,0,0,2.795,0,0,0.0015056,0,3.5288,-0.010385,0,0,0,0,1,0.078,5,0.078,0
0.28541,0,0,0,2.8202,0,0,0.0014966,0,3.5258,-0.010374,0,0,0,0,1,0.079,5,0.079,0
0.28892,0,0,0,2.8454,0,0,0.0014875,0,3.5229,-0.010364,0,0,0,0,1,0.08,5,0.08,0
0.29243,0,0,0,2.8706,0,0,0.0014785,0,3.52,-0.010354,0,0,0,0,1,0.081,5,0.081,0
0.29594,0,0,0,2.8958,0,0,0.0014694,0,3.5171,-0.010344,0,0,0,0,1,0.082,5,0.082,0
0.29945,0,0,0,2.9211,0,0,0.0014603,0,3.5142,-0.010334,0,0,0,0,1,0.083,5,0.083,0
0.30296,0,0,0,2.9463,0,0,0.0014513,0,3.5113,-0.010323,0,0,0,0,1,0.084,5,0.084,0
0.30647,0,0,0,2.9715,0,0,0.0014422,0,3.5084,-0.010313,0,0,0,0,1,0.085,5,0.085,0
0.30998,0,0,0,2.9967,0,0,0.0014332,0,3.5055,-0.010303,0,0,0,0,1,0.086,5,0.086,0
0.31349,0,0,0,3.022,0,0,0.0014241,0,3.5026,-0.010293,0,0,0,0,1,0.087,5,0.087,0
0.317,0,0,0,3.0472,0,0,0.0014151,0,3.4997,-0.010283,0,0,0,0,1,0.088,5,0.088,0
0.32051,0,0,0,3.0724,0,0,0.001406,0,3.4968,-0.010272,0,0,0,0,1,0.089,5,0.089,0
0.32402,0,0,0,3.0976,0,0,0.001397,0,3.4939,-0.010262,0,0,0,0,1,0.09,5,0.09,0
0.32753,0,0,0,3.1228,0,0,0.0013879,0,3.491,-0.010252,0,0,0,0,1,0.091,5,0.091,0
0.33104,0,0,0,3.1481,0,0,0.0013789,0,3.4881,-0.010242,0,0,0,0,1,0.092,5,0.092,0
0.33455,0,0,0,3.1733,0,0,0.0013698,0,3.4852,-0.010232,0,0,0,0,1,0.093,5,0.093,0
0.33805,0,0,0,3.1985,0,0,0.0013608,0,3.4823,-0.010221,0,0,0,0,1,0.094,5,0.094,0
0.34156,0,0,0,3.2237,0,0,0.0013517,0,3.4794,-0.010211,0,0,0,0,1,0.095,5,0.095,0
0.34507,0,0,0,3.2489,0,0,0.0013426,0,3.4765,-0.010201,0,0,0,0,1,0.096,5,0.096,0
0.34858,0,0,0,3.2742,0,0,0.0013336,0,3.4736,-0.010191,0,0,0,0,1,0.097,5,0.097,0
0.35209,0,0,0,3.2994,0,0,0.0013245,0,3.4707,-0.010181,0,0,0,0,1,0.098,5,0.098,0
0.3556,0,0,0,3.3246,0,0,0.0013155,0,3.4678,-0.01017,0,0,0,0,1,0.099,5,0.099,0
0.35911,0,0,0,3.3498,0,0,0.0013064,0,3.4649,-0.01016,0,0,0,0,1,0.1,5,0.1,0
0.36262,0,0,0,3.375,0,0,0.0012974,0,3.462,-0.01015,0,0,0,0,1,0.101,5,0.101,0
0.36613,0,0,0,3.4003,0,0,0.0012883,0,3.4591,-0.01014,0,0,0,0,1,0.102,5,0.102,0
0.36964,0,0,0,3.4255,0,0,0.0012793,0,3.4562,-0.01013,0,0,0,0,1,0.103,5,0.103,0
0.37315,0,0,0,3.4507,0,0,0.0012702,0,3.4533,-0.010119,0,0,0,0,1,0.104,5,0.104,0
0.37666,0,0,0,3.4759,0,0,0.0012612,0,3.4504,-0.010109,0,0,0,0,1,0.105,5,0.105,0
0.38017,0,0,0,3.5011,0,0,0.0012521,0,3.4475,-0.010099,0,0,0,0,1,0.106,5,0.106,0
0.38368,0,0,0,3.5264,0,0,0.0012431,0,3.4446,-0.010089,0,0,0,0,1,0.107,5,0.107,0
0.38719,0,0,0,3.5516,0,0,0.001234,0,3.4417,-0.010079,0,0,0,0,1,0.108,5,0.108,0
0.3907,0,0,0,3.5768,0,0,0.0012249,0,3.4388,-0.010068,0,0,0,0,1,0.109,5,0.109,0
0.39421,0,0,0,3.602,0,0,0.0012159,0,3.4359,-0.010058,0,0,0,0,1,0.11,5,0.11,0
0.39772,0,0,0,3.6272,0,0,0.0012068,0,3.433,-0.010048,0,0,0,0,1,0.111,5,0.111,0
0.40123,0,0,0,3.6525,0,0,0.0011978,0,3.4301,-0.010038,0,0,0,0,1,0.112,5,0.112,0
0.40457,0,0,0,3.6977,0,0,0.0011914,0,3.4255,-0.0097889,0,0,0,0,1,0.113,5,0.113,0
0.40789,0,0,0,3.7452,0,0,0.0011853,0,3.4207,-0.0095142,0,0,0,0,1,0.114,5,0.114,0
0.41121,0,0,0,3.7926,0,0,0.0011791,0,3.4159,-0.0092396,0,0,0,0,1,0.115,5,0.115,0
0.41453,0,0,0,3.84,0,0,0.001173,0,3.4111,-0.008965,0,0,0,0,1,0.116,5,0.116,0
0.41785,0,0,0,3.8875,0,0,0.0011669,0,3.4064,-0.0086904,0,0,0,0,1,0.117,5,0.117,0
0.42117,0,0,0,3.9349,0,0,0.0011608,0,3.4016,-0.0084158,0,0,0,0,1,0.118,5,0.118,0
0.4245,0,0,0,3.9823,0,0,0.0011547,0,3.3968,-0.0081411,0,0,0,0,1,0.119,5,0.119,0
0.42782,0,0,0,4.0298,0,0,0.0011486,0,3.392,-0.0078665,0,0,0,0,1,0.12,5,0.12,0
0.43114,0,0,0,4.0772,0,0,0.0011424,0,3.3872,-0.0075919,0,0,0,0,1,0.121,5,0.121,0
0.43446,0,0,0,4.1246,0,0,0.0011363,0,3.3825,-0.0073173,0,0,0,0,1,0.122,5,0.122,0
0.43778,0,0,0,4.1721,0,0,0.0011302,0,3.3777,-0.0070427,0,0,0,0,1,0.123,5,0.123,0
0.4411,0,0,0,4.2195,0,0,0.0011241,0,3.3729,-0.0067681,0,0,0,0,1,0.124,5,0.124,0
0.44442,0,0,0,4.2669,0,0,0.001118,0,3.3681,-0.0064934,0,0,0,0,1,0.125,5,0.125,0
0.44775,0,0,0,4.3144,0,0,0.0011118,0,3.3633,-0.0062188,0,0,0,0,1,0.126,5,0.126,0
0.45107,0,0,0,4.3618,0,0,0.0011057,0,3.3585,-0.0059442,0,0,0,0,1,0.127,5,0.127,0
0.45439,0,0,0,4.4093,0,0,0.0010996,0,3.3538,-0.0056696,0,0,0,0,1,0.128,5,0.128,0
0.45771,0,0,0,4.4567,0,0,0.0010935,0,3.349,-0.005395,0,0,0,0,1,0.129,5,0.129,0
0.46103,0,0,0,4.5041,0,0,0.0010874,0,3.3442,-0.0051204,0,0,0,0,1,0.13,5,0.13,0
0.46435,0,0,0,4.5516,0,0,0.0010813,0,3.3394,-0.0048457,0,0,0,0,1,0.131,5,0.131,0
0.46767,0,0,0,4.599,0,0,0.0010751,0,3.3346,-0.0045711,0,0,0,0,1,0.132,5,0.132,0
0.471,0,0,0,4.6464,0,0,0.001069,0,3.3299,-0.0042965,0,0,0,0,1,0.133,5,0.133,0
0.47432,0,0,0,4.6939,0,0,0.0010629,0,3.3251,-0.0040219,0,0,0,0,1,0.134,5,0.134,0
0.47764,0,0,0,4.7413,0,0,0.0010568,0,3.3203,-0.0037473,0,0,0,0,1,0.135,5,0.135,0
0.48096,0,0,0,4.7887,0,0,0.0010507,0,3.3155,-0.0034727,0,0,0,0,1,0.136,5,0.136,0
0.48428,0,0,0,4.8362,0,0,0.0010445,0,3.3107,-0.003198,0,0,0,0,1,0.137,5,0.137,0
0.4876,0,0,0,4.8836,0,0,0.0010384,0,3.306,-0.0029234,0,0,0,0,1,0.138,5,0.138,0
0.49092,0,0,0,4.931,0,0,0.0010323,0,3.3012,-0.0026488,0,0,0,0,1,0.139,5,0.139,0
0.49425,0,0,0,4.9785,0,0,0.0010262,0,3.2964,-0.0023742,0,0,0,0,1,0.14,5,0.14,0
0.49757,0,0,0,5.0259,0,0,0.0010201,0,3.2916,-0.0020996,0,0,0,0,1,0.141,5,0.141,0
0.50089,0,0,0,5.0733,0,0,0.001014,0,3.2868,-0.0018249,0,0,0,0,1,0.142,5,0.142,0
0.50421,0,0,0,5.1208,0,0,0.0010078,0,3.282,-0.0015503,0,0,0,0,1,0.143,5,0.143,0
0.50753,0,0,0,5.1682,0,0,0.0010017,0,3.2773,-0.0012757,0,0,0,0,1,0.144,5,0.144,0
0.51085,0,0,0,5.2156,0,0,0.0009956,0,3.2725,-0.0010011,0,0,0,0,1,0.145,5,0.145,0
0.51417,0,0,0,5.2631,0,0,0.00098948,0,3.2677,-0.00072648,0,0,0,0,1,0.146,5,0.146,0
0.5175,0,0,0,5.3105,0,0,0.00098336,0,3.2629,-0.00045186,0,0,0,0,1,0.147,5,0.147,0
0.52082,0,0,0,5.358,0,0,0.00097724,0,3.2581,-0.00017725,0,0,0,0,1,0.148,5,0.148,0
0.52414,0,0,0,5.4054,0,0,0.00097113,0,3.2534,9.7372e-05,0,0,0,0,1,0.149,5,0.149,0
0.52746,0,0,0,5.4528,0,0,0.00096501,0,3.2486,0.00037199,0,0,0,0,1,0.15,5,0.15,0
0.53078,0,0,0,5.5003,0,0,0.00095889,0,3.2438,0.0006466,0,0,0,0,1,0.151,5,0.151,0
0.5341,0,0,0,5.5477,0,0,0.00095277,0,3.239,0.00092122,0,0,0,0,1,0.152,5,0.152,0
0.53742,0,0,0,5.5951,0,0,0.00094665,0,3.2342,0.0011958,0,0,0,0,1,0.153,5,0.153,0
0.54074,0,0,0,5.6436,0,0,0.00094131,0,3.2293,0.0014033,0,0,0,0,1,0.154,5,0.154,0
0.54404,0,0,0,5.6928,0,0,0.00093661,0,3.2242,0.0015563,0,0,0,0,1,0.155,5,0.155,0
0.54735,0,0,0,5.7421,0,0,0.0009319,0,3.2192,0.0017093,0,0,0,0,1,0.156,5,0.156,0
0.55059,0,0,0,5.7963,0,0,0.00095347,0,3.2135,0.0019431,0,0,0,0,1,0.157,5,0.157,0
0.55362,0,0,0,5.8683,0,0,0.0010684,0,3.2057,0.0024643,0,0,0,0,1,0.158,5,0.158,0
0.55666,0,0,0,5.9402,0,0,0.0011834,0,3.198,0.0029854,0,0,0,0,1,0.159,5,0.159,0
0.55969,0,0,0,6.0122,0,0,0.0012984,0,3.1902,0.0035066,0,0,0,0,1,0.16,5,0.16,0
0.56272,0,0,0,6.0841,0,0,0.0014133,0,3.1824,0.0040278,0,0,0,0,1,0.161,5,0.161,0
0.56576,0,0,0,6.1558,0,0,0.0015181,0,3.1748,0.0045418,0,0,0,0,1,0.162,5,0.162,0
0.56883,0,0,0,6.2272,0,0,0.0016106,0,3.1674,0.0050473,0,0,0,0,1,0.163,5,0.163,0
0.57189,0,0,0,6.2986,0,0,0.0017031,0,3.16,0.0055527,0,0,0,0,1,0.164,5,0.164,0
0.57496,0,0,0,6.37,0,0,0.0017956,0,3.1525,0.0060581,0,0,0,0,1,0.165,5,0.165,0
0.57802,0,0,0,6.4414,0,0,0.0018881,0,3.1451,0.0065636,0,0,0,0,1,0.166,5,0.166,0
0.58109,0,0,0,6.5128,0,0,0.0019806,0,3.1377,0.007069,0,0,0,0,1,0.167,5,0.167,0
0.58415,0,0,0,6.5841,0,0,0.002073,0,3.1302,0.0075745,0,0,0,0,1,0.168,5,0.168,0
0.58722,0,0,0,6.6555,0,0,0.0021655,0,3.1228,0.0080799,0,0,0,0,1,0.169,5,0.169,0
0.59028,0,0,0,6.7269,0,0,0.002258,0,3.1154,0.0085854,0,0,0,0,1,0.17,5,0.17,0
0.59334,0,0,0,6.7983,0,0,0.0023505,0,3.108,0.0090908,0,0,0,0,1,0.171,5,0.171,0
0.59641,0,0,0,6.8697,0,0,0.002443,0,3.1005,0.0095963,0,0,0,0,1,0.172,5,0.172,0
0.59947,0,0,0,6.9411,0,0,0.0025355,0,3.0931,0.010102,0,0,0,0,1,0.173,5,0.173,0
0.60254,0,0,0,7.0125,0,0,0.0026279,0,3.0857,0.010607,0,0,0,0,1,0.174,5,0.174,0
0.6056,0,0,0,7.0839,0,0,0.0027204,0,3.0782,0.011113,0,0,0,0,1,0.175,5,0.175,0
0.60867,0,0,0,7.1552,0,0,0.0028129,0,3.0708,0.011618,0,0,0,0,1,0.176,5,0.176,0
0.61173,0,0,0,7.2266,0,0,0.0029054,0,3.0634,0.012124,0,0,0,0,1,0.177,5,0.177,0
0.61479,0,0,0,7.298,0,0,0.0029979,0,3.056,0.012629,0,0,0,0,1,0.178,5,0.178,0
0.61786,0,0,0,7.3694,0,0,0.0030904,0,3.0485,0.013134,0,0,0,0,1,0.179,5,0.179,0
0.62092,0,0,0,7.4408,0,0,0.0031829,0,3.0411,0.01364,0,0,0,0,1,0.18,5,0.18,0
0.62399,0,0,0,7.5122,0,0,0.0032753,0,3.0337,0.014145,0,0,0,0,1,0.181,5,0.181,0
0.62705,0,0,0,7.5836,0,0,0.0033678,0,3.0263,0.014651,0,0,0,0,1,0.182,5,0.182,0
0.63012,0,0,0,7.655,0,0,0.0034603,0,3.0188,0.015156,0,0,0,0,1,0.183,5,0.183,0
0.63318,0,0,0,7.7263,0,0,0.0035528,0,3.0114,0.015662,0,0,0,0,1,0.184,5,0.184,0
0.63624,0,0,0,7.7977,0,0,0.0036453,0,3.004,0.016167,0,0,0,0,1,0.185,5,0.185,0
0.63931,0,0,0,7.8691,0,0,0.0037378,0,2.9965,0.016673,0,0,0,0,1,0.186,5,0.186,0
0.64237,0,0,0,7.9405,0,0,0.0038303,0,2.9891,0.017178,0,0,0,0,1,0.187,5,0.187,0
0.64544,0,0,0,8.0119,0,0,0.0039227,0,2.9817,0.017683,0,0,0,0,1,0.188,5,0.188,0
0.6485,0,0,0,8.0833,0,0,0.0040152,0,2.9743,0.018189,0,0,0,0,1,0.189,5,0.189,0
0.65157,0,0,0,8.1547,0,0,0.0041077,0,2.9668,0.018694,0,0,0,0,1,0.19,5,0.19,0
0.65463,0,0,0,8.2261,0,0,0.0042002,0,2.9594,0.0192,0,0,0,0,1,0.191,5,0.191,0
0.6577,0,0,0,8.2974,0,0,0.0042927,0,2.952,0.019705,0,0,0,0,1,0.192,5,0.192,0
0.66076,0,0,0,8.3688,0,0,0.0043852,0,2.9445,0.020211,0,0,0,0,1,0.193,5,0.193,0
0.66382,0,0,0,8.4402,0,0,0.0044777,0,2.9371,0.020716,0,0,0,0,1,0.194,5,0.194,0
0.66689,0,0,0,8.5116,0,0,0.0045701,0,2.9297,0.021222,0,0,0,0,1,0.195,5,0.195,0
0.66995,0,0,0,8.583,0,0,0.0046626,0,2.9223,0.021727,0,0,0,0,1,0.196,5,0.196,0
0.67302,0,0,0,8.6544,0,0,0.0047551,0,2.9148,0.022232,0,0,0,0,1,0.197,5,0.197,0
0.67608,0,0,0,8.7258,0,0,0.0048476,0,2.9074,0.022738,0,0,0,0,1,0.198,5,0.198,0
0.67897,0,0,0,8.8046,0,0,0.0052585,0,2.8984,0.023388,0,0,0,0,1,0.199,5,0.199,0
0.68168,0,0,0,8.8912,0,0,0.0060067,0,2.8876,0.02419,0,0,0,0,1,0.2,5,0.2,0
0.68439,0,0,0,8.9778,0,0,0.0067549,0,2.8769,0.024992,0,0,0,0,1,0.201,5,0.201,0
0.6871,0,0,0,9.0644,0,0,0.0075031,0,2.8662,0.025795,0,0,0,0,1,0.202,5,0.202,0
0.68981,0,0,0,9.151,0,0,0.0082513,0,2.8554,0.026597,0,0,0,0,1,0.203,5,0.203,0
0.69252,0,0,0,9.2377,0,0,0.0089994,0,2.8447,0.027399,0,0,0,0,1,0.204,5,0.204,0
0.69523,0,0,0,9.3243,0,0,0.0097476,0,2.834,0.028202,0,0,0,0,1,0.205,5,0.205,0
0.69794,0,0,0,9.4109,0,0,0.010496,0,2.8232,0.029004,0,0,0,0,1,0.206,5,0.206,0
0.70065,0,0,0,9.4975,0,0,0.011244,0,2.8125,0.029807,0,0,0,0,1,0.207,5,0.207,0
0.70336,0,0,0,9.5842,0,0,0.011992,0,2.8018,0.030609,0,0,0,0,1,0.208,5,0.208,0
0.70607,0,0,0,9.6708,0,0,0.01274,0,2.7911,0.031411,0,0,0,0,1,0.209,5,0.209,0
0.70878,0,0,0,9.7574,0,0,0.013489,0,2.7803,0.032214,0,0,0,0,1,0.21,5,0.21,0
0.71149,0,0,0,9.844,0,0,0.014237,0,2.7696,0.033016,0,0,0,0,1,0.211,5,0.211,0
0.71419,0,0,0,9.9307,0,0,0.014985,0,2.7589,0.033819,0,0,0,0,1,0.212,5,0.212,0
0.7169,0,0,0,10.017,0,0,0.015733,0,2.7481,0.034621,0,0,0,0,1,0.213,5,0.213,0
0.71961,0,0,0,10.104,0,0,0.016481,0,2.7374,0.035423,0,0,0,0,1,0.214,5,0.214,0
0.72232,0,0,0,10.191,0,0,0.017229,0,2.7267,0.036226,0,0,0,0,1,0.215,5,0.215,0
0.72503,0,0,0,10.277,0,0,0.017978,0,2.7159,0.037028,0,0,0,0,1,0.216,5,0.216,0
0.72774,0,0,0,10.364,0,0,0.018726,0,2.7052,0.03783,0,0,0,0,1,0.217,5,0.217,0
0.73045,0,0,0,10.45,0,0,0.019474,0,2.6945,0.038633,0,0,0,0,1,0.218,5,0.218,0
0.73316,0,0,0,10.537,0,0,0.020222,0,2.6837,0.039435,0,0,0,0,1,0.219,5,0.219,0
0.73587,0,0,0,10.624,0,0,0.02097,0,2.673,0.040238,0,0,0,0,1,0.22,5,0.22,0
0.73858,0,0,0,10.71,0,0,0.021719,0,2.6623,0.04104,0,0,0,0,1,0.221,5,0.221,0
0.74129,0,0,0,10.797,0,0,0.022467,0,2.6515,0.041842,0,0,0,0,1,0.222,5,0.222,0
0.744,0,0,0,10.883,0,0,0.023215,0,2.6408,0.042645,0,0,0,0,1,0.223,5,0.223,0
0.7467,0,0,0,10.97,0,0,0.023969,0,2.6301,0.043439,0,0,0,0,1,0.224,5,0.224,0
0.74935,0,0,0,11.05,0,0,0.024825,0,2.6189,0.044085,0,0,0,0,1,0.225,5,0.225,0
