"psi","forces:0","forces:1","forces:2","vort","mu","rho","temperature","pressure","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,2.3024,0,0,0.0001037,0,2.7513,0,0,0,0,0,1,0,5,0,0
0.0036104,0,0,0,2.3019,0,0,0.00010334,0,2.7484,2.7713e-05,0,0,0,0,1,0.0013609,5,0.0013609,0
0.0072209,0,0,0,2.3014,0,0,0.00010298,0,2.7455,5.5425e-05,0,0,0,0,1,0.0027218,5,0.0027218,0
0.010831,0,0,0,2.3009,0,0,0.00010262,0,2.7426,8.3138e-05,0,0,0,0,1,0.0040827,5,0.0040827,0
0.014442,0,0,0,2.3004,0,0,0.00010226,0,2.7397,0.00011085,0,0,0,0,1,0.0054436,5,0.0054436,0
0.018052,0,0,0,2.2999,0,0,0.0001019,0,2.7367,0.00013856,0,0,0,0,1,0.0068045,5,0.0068045,0
0.021663,0,0,0,2.2993,0,0,0.00010154,0,2.7338,0.00016628,0,0,0,0,1,0.0081654,5,0.0081654,0
0.025273,0,0,0,2.2988,0,0,0.00010118,0,2.7309,0.00019399,0,0,0,0,1,0.0095263,5,0.0095263,0
0.028883,0,0,0,2.2983,0,0,0.00010082,0,2.728,0.0002217,0,0,0,0,1,0.010887,5,0.010887,0
0.032494,0,0,0,2.2978,0,0,0.00010046,0,2.7251,0.00024941,0,0,0,0,1,0.012248,5,0.012248,0
0.036104,0,0,0,2.2973,0,0,0.00010011,0,2.7222,0.00027713,0,0,0,0,1,0.013609,5,0.013609,0
0.039715,0,0,0,2.2968,0,0,9.9746e-05,0,2.7193,0.00030484,0,0,0,0,1,0.01497,5,0.01497,0
0.043325,0,0,0,2.2963,0,0,9.9387e-05,0,2.7163,0.00033255,0,0,0,0,1,0.016331,5,0.016331,0
0.046936,0,0,0,2.2958,0,0,9.9028e-05,0,2.7134,0.00036026,0,0,0,0,1,0.017692,5,0.017692,0
0.050546,0,0,0,2.2953,0,0,9.8669e-05,0,2.7105,0.00038798,0,0,0,0,1,0.019053,5,0.019053,0
0.054156,0,0,0,2.2948,0,0,9.8309e-05,0,2.7076,0.00041569,0,0,0,0,1,0.020413,5,0.020413,0
0.057767,0,0,0,2.2942,0,0,9.795e-05,0,2.7047,0.0004434,0,0,0,0,1,0.021774,5,0.021774,0
0.061377,0,0,0,2.2937,0,0,9.7591e-05,0,2.7018,0.00047112,0,0,0,0,1,0.023135,5,0.023135,0
0.064988,0,0,0,2.2932,0,0,9.7231e-05,0,2.6989,0.00049883,0,0,0,0,1,0.024496,5,0.024496,0
0.068598,0,0,0,2.2927,0,0,9.6872e-05,0,2.696,0.00052654,0,0,0,0,1,0.025857,5,0.025857,0
0.072209,0,0,0,2.2922,0,0,9.6513e-05,0,2.693,0.00055425,0,0,0,0,1,0.027218,5,0.027218,0
0.075819,0,0,0,2.2917,0,0,9.6153e-05,0,2.6901,0.00058197,0,0,0,0,1,0.028579,5,0.028579,0
0.07943,0,0,0,2.2912,0,0,9.5794e-05,0,2.6872,0.00060968,0,0,0,0,1,0.02994,5,0.02994,0
0.08304,0,0,0,2.2907,0,0,9.5435e-05,0,2.6843,0.00063739,0,0,0,0,1,0.031301,5,0.031301,0
0.08665,0,0,0,2.2902,0,0,9.5076e-05,0,2.6814,0.0006651,0,0,0,0,1,0.032662,5,0.032662,0
0.090261,0,0,0,2.2897,0,0,9.4716e-05,0,2.6785,0.00069282,0,0,0,0,1,0.034022,5,0.034022,0
0.093871,0,0,0,2.2892,0,0,9.4357e-05,0,2.6756,0.00072053,0,0,0,0,1,0.035383,5,0.035383,0
0.097482,0,0,0,2.2886,0,0,9.3998e-05,0,2.6726,0.00074824,0,0,0,0,1,0.036744,5,0.036744,0
0.10109,0,0,0,2.2881,0,0,9.3638e-05,0,2.6697,0.00077595,0,0,0,0,1,0.038105,5,0.038105,0
0.1047,0,0,0,2.2876,0,0,9.3279e-05,0,2.6668,0.00080367,0,0,0,0,1,0.039466,5,0.039466,0
0.10831,0,0,0,2.2871,0,0,9.292e-05,0,2.6639,0.00083138,0,0,0,0,1,0.040827,5,0.040827,0
0.11192,0,0,0,2.2866,0,0,9.2561e-05,0,2.661,0.00085909,0,0,0,0,1,0.042188,5,0.042188,0
0.11553,0,0,0,2.2861,0,0,9.2201e-05,0,2.6581,0.00088681,0,0,0,0,1,0.043549,5,0.043549,0
0.11914,0,0,0,2.2856,0,0,9.1842e-05,0,2.6552,0.00091452,0,0,0,0,1,0.04491,5,0.04491,0
0.12275,0,0,0,2.2851,0,0,9.1483e-05,0,2.6523,0.00094223,0,0,0,0,1,0.046271,5,0.046271,0
0.12637,0,0,0,2.2846,0,0,9.1123e-05,0,2.6493,0.00096994,0,0,0,0,1,0.047631,5,0.047631,0
0.12998,0,0,0,2.2841,0,0,9.0764e-05,0,2.6464,0.00099766,0,0,0,0,1,0.048992,5,0.048992,0
0.13359,0,0,0,2.2835,0,0,9.0405e-05,0,2.6435,0.0010254,0,0,0,0,1,0.050353,5,0.050353,0
0.1372,0,0,0,2.283,0,0,9.0046e-05,0,2.6406,0.0010531,0,0,0,0,1,0.051714,5,0.051714,0
0.14081,0,0,0,2.2825,0,0,8.9686e-05,0,2.6377,0.0010808,0,0,0,0,1,0.053075,5,0.053075,0
0.14442,0,0,0,2.282,0,0,8.9327e-05,0,2.6348,0.0011085,0,0,0,0,1,0.054436,5,0.054436,0
0.14803,0,0,0,2.2815,0,0,8.8968e-05,0,2.6319,0.0011362,0,0,0,0,1,0.055797,5,0.055797,0
0.15164,0,0,0,2.281,0,0,8.8608e-05,0,2.6289,0.0011639,0,0,0,0,1,0.057158,5,0.057158,0
0.15525,0,0,0,2.2805,0,0,8.8249e-05,0,2.626,0.0011916,0,0,0,0,1,0.058519,5,0.058519,0
0.15886,0,0,0,2.28,0,0,8.789e-05,0,2.6231,0.0012194,0,0,0,0,1,0.05988,5,0.05988,0
0.16247,0,0,0,2.2795,0,0,8.7531e-05,0,2.6202,0.0012471,0,0,0,0,1,0.061241,5,0.061241,0
0.16608,0,0,0,2.279,0,0,8.7171e-05,0,2.6173,0.0012748,0,0,0,0,1,0.062601,5,0.062601,0
0.16969,0,0,0,2.2785,0,0,8.6812e-05,0,2.6144,0.0013025,0,0,0,0,1,0.063962,5,0.063962,0
0.1733,0,0,0,2.2779,0,0,8.6453e-05,0,2.6115,0.0013302,0,0,0,0,1,0.065323,5,0.065323,0
0.17691,0,0,0,2.2774,0,0,8.6093e-05,0,2.6086,0.0013579,0,0,0,0,1,0.066684,5,0.066684,0
0.18052,0,0,0,2.2769,0,0,8.5734e-05,0,2.6056,0.0013856,0,0,0,0,1,0.068045,5,0.068045,0
0.18413,0,0,0,2.2764,0,0,8.5375e-05,0,2.6027,0.0014133,0,0,0,0,1,0.069406,5,0.069406,0
0.18774,0,0,0,2.2759,0,0,8.5016e-05,0,2.5998,0.0014411,0,0,0,0,1,0.070767,5,0.070767,0
0.19135,0,0,0,2.2754,0,0,8.4656e-05,0,2.5969,0.0014688,0,0,0,0,1,0.072128,5,0.072128,0
