"psi","forces:0","forces:1","forces:2","vort","mu","rho","temperature","pressure","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,2.302,0,0,-2.2029e-05,0,2.7514,0,0,0,0,0,1,0,5,0,0
0.0036105,0,0,0,2.3015,0,0,-2.1252e-05,0,2.7484,2.7728e-05,0,0,0,0,1,0.0013609,5,0.0013609,0
0.007221,0,0,0,2.301,0,0,-2.0475e-05,0,2.7455,5.5456e-05,0,0,0,0,1,0.0027218,5,0.0027218,0
0.010832,0,0,0,2.3005,0,0,-1.9697e-05,0,2.7426,8.3184e-05,0,0,0,0,1,0.0040827,5,0.0040827,0
0.014442,0,0,0,2.3,0,0,-1.892e-05,0,2.7397,0.00011091,0,0,0,0,1,0.0054436,5,0.0054436,0
0.018053,0,0,0,2.2995,0,0,-1.8142e-05,0,2.7368,0.00013864,0,0,0,0,1,0.0068045,5,0.0068045,0
0.021663,0,0,0,2.299,0,0,-1.7365e-05,0,2.7339,0.00016637,0,0,0,0,1,0.0081654,5,0.0081654,0
0.025274,0,0,0,2.2985,0,0,-1.6587e-05,0,2.731,0.0001941,0,0,0,0,1,0.0095263,5,0.0095263,0
0.028884,0,0,0,2.298,0,0,-1.581e-05,0,2.7281,0.00022182,0,0,0,0,1,0.010887,5,0.010887,0
0.032495,0,0,0,2.2975,0,0,-1.5032e-05,0,2.7251,0.00024955,0,0,0,0,1,0.012248,5,0.012248,0
0.036105,0,0,0,2.297,0,0,-1.4255e-05,0,2.7222,0.00027728,0,0,0,0,1,0.013609,5,0.013609,0
0.039716,0,0,0,2.2965,0,0,-1.3477e-05,0,2.7193,0.00030501,0,0,0,0,1,0.01497,5,0.01497,0
0.043326,0,0,0,2.296,0,0,-1.27e-05,0,2.7164,0.00033274,0,0,0,0,1,0.016331,5,0.016331,0
0.046937,0,0,0,2.2955,0,0,-1.1923e-05,0,2.7135,0.00036046,0,0,0,0,1,0.017692,5,0.017692,0
0.050547,0,0,0,2.295,0,0,-1.1145e-05,0,2.7106,0.00038819,0,0,0,0,1,0.019053,5,0.019053,0
0.054158,0,0,0,2.2945,0,0,-1.0368e-05,0,2.7077,0.00041592,0,0,0,0,1,0.020413,5,0.020413,0
0.057768,0,0,0,2.294,0,0,-9.5901e-06,0,2.7048,0.00044365,0,0,0,0,1,0.021774,5,0.021774,0
0.061379,0,0,0,2.2935,0,0,-8.8127e-06,0,2.7018,0.00047138,0,0,0,0,1,0.023135,5,0.023135,0
0.064989,0,0,0,2.293,0,0,-8.0352e-06,0,2.6989,0.0004991,0,0,0,0,1,0.024496,5,0.024496,0
0.0686,0,0,0,2.2924,0,0,-7.2578e-06,0,2.696,0.00052683,0,0,0,0,1,0.025857,5,0.025857,0
0.07221,0,0,0,2.2919,0,0,-6.4803e-06,0,2.6931,0.00055456,0,0,0,0,1,0.027218,5,0.027218,0
