"psi","forces:0","forces:1","forces:2","vort","mu","rho","temperature","pressure","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,2.3028,0,0,0.00079616,0,2.7514,0,0,0,0,0,1,0,5,0,0
0.0036105,0,0,0,2.3023,0,0,0.00076382,0,2.7484,2.7609e-05,0,0,0,0,1,0.0013609,5,0.0013609,0
0.007221,0,0,0,2.3018,0,0,0.00073149,0,2.7455,5.5217e-05,0,0,0,0,1,0.0027218,5,0.0027218,0
0.010831,0,0,0,2.3013,0,0,0.00069915,0,2.7426,8.2826e-05,0,0,0,0,1,0.0040827,5,0.0040827,0
0.014442,0,0,0,2.3008,0,0,0.00066682,0,2.7397,0.00011043,0,0,0,0,1,0.0054436,5,0.0054436,0
0.018052,0,0,0,2.3003,0,0,0.00063448,0,2.7368,0.00013804,0,0,0,0,1,0.0068045,5,0.0068045,0
0.021663,0,0,0,2.2998,0,0,0.00060215,0,2.7339,0.00016565,0,0,0,0,1,0.0081654,5,0.0081654,0
0.025273,0,0,0,2.2992,0,0,0.00056982,0,2.731,0.00019326,0,0,0,0,1,0.0095263,5,0.0095263,0
0.028884,0,0,0,2.2987,0,0,0.00053748,0,2.728,0.00022087,0,0,0,0,1,0.010887,5,0.010887,0
0.032494,0,0,0,2.2982,0,0,0.00050515,0,2.7251,0.00024848,0,0,0,0,1,0.012248,5,0.012248,0
0.036105,0,0,0,2.2977,0,0,0.00047281,0,2.7222,0.00027609,0,0,0,0,1,0.013609,5,0.013609,0
0.039715,0,0,0,2.2972,0,0,0.00044048,0,2.7193,0.00030369,0,0,0,0,1,0.01497,5,0.01497,0
0.043326,0,0,0,2.2967,0,0,0.00040814,0,2.7164,0.0003313,0,0,0,0,1,0.016331,5,0.016331,0
0.046936,0,0,0,2.2962,0,0,0.00037581,0,2.7135,0.00035891,0,0,0,0,1,0.017692,5,0.017692,0
0.050547,0,0,0,2.2957,0,0,0.00034347,0,2.7106,0.00038652,0,0,0,0,1,0.019053,5,0.019053,0
0.054157,0,0,0,2.2952,0,0,0.00031114,0,2.7077,0.00041413,0,0,0,0,1,0.020413,5,0.020413,0
0.057768,0,0,0,2.2947,0,0,0.00027881,0,2.7047,0.00044174,0,0,0,0,1,0.021774,5,0.021774,0
0.061378,0,0,0,2.2941,0,0,0.00024647,0,2.7018,0.00046934,0,0,0,0,1,0.023135,5,0.023135,0
0.064989,0,0,0,2.2936,0,0,0.00021414,0,2.6989,0.00049695,0,0,0,0,1,0.024496,5,0.024496,0
0.068599,0,0,0,2.2931,0,0,0.0001818,0,2.696,0.00052456,0,0,0,0,1,0.025857,5,0.025857,0
0.07221,0,0,0,2.2926,0,0,0.00014947,0,2.6931,0.00055217,0,0,0,0,1,0.027218,5,0.027218,0
0.07582,0,0,0,2.2921,0,0,0.00011713,0,2.6902,0.00057978,0,0,0,0,1,0.028579,5,0.028579,0
0.079431,0,0,0,2.2916,0,0,8.4799e-05,0,2.6873,0.00060739,0,0,0,0,1,0.02994,5,0.02994,0
0.083041,0,0,0,2.2911,0,0,5.2465e-05,0,2.6843,0.000635,0,0,0,0,1,0.031301,5,0.031301,0
0.086652,0,0,0,2.2906,0,0,2.013e-05,0,2.6814,0.0006626,0,0,0,0,1,0.032662,5,0.032662,0
0.090262,0,0,0,2.2901,0,0,-1.2204e-05,0,2.6785,0.00069021,0,0,0,0,1,0.034022,5,0.034022,0
0.093873,0,0,0,2.2896,0,0,-4.4538e-05,0,2.6756,0.00071782,0,0,0,0,1,0.035383,5,0.035383,0
0.097483,0,0,0,2.289,0,0,-7.6873e-05,0,2.6727,0.00074543,0,0,0,0,1,0.036744,5,0.036744,0
0.10109,0,0,0,2.2885,0,0,-0.00010921,0,2.6698,0.00077304,0,0,0,0,1,0.038105,5,0.038105,0
0.1047,0,0,0,2.288,0,0,-0.00014154,0,2.6669,0.00080065,0,0,0,0,1,0.039466,5,0.039466,0
0.10831,0,0,0,2.2875,0,0,-0.00017388,0,2.664,0.00082826,0,0,0,0,1,0.040827,5,0.040827,0
0.11193,0,0,0,2.287,0,0,-0.00020621,0,2.661,0.00085586,0,0,0,0,1,0.042188,5,0.042188,0
0.11554,0,0,0,2.2865,0,0,-0.00023854,0,2.6581,0.00088347,0,0,0,0,1,0.043549,5,0.043549,0
0.11915,0,0,0,2.286,0,0,-0.00027088,0,2.6552,0.00091108,0,0,0,0,1,0.04491,5,0.04491,0
0.12276,0,0,0,2.2855,0,0,-0.00030321,0,2.6523,0.00093869,0,0,0,0,1,0.046271,5,0.046271,0
0.12637,0,0,0,2.285,0,0,-0.00033555,0,2.6494,0.0009663,0,0,0,0,1,0.047631,5,0.047631,0
0.12998,0,0,0,2.2845,0,0,-0.00036788,0,2.6465,0.00099391,0,0,0,0,1,0.048992,5,0.048992,0
0.13359,0,0,0,2.2839,0,0,-0.00040022,0,2.6436,0.0010215,0,0,0,0,1,0.050353,5,0.050353,0
0.1372,0,0,0,2.2834,0,0,-0.00043255,0,2.6406,0.0010491,0,0,0,0,1,0.051714,5,0.051714,0
0.14081,0,0,0,2.2829,0,0,-0.00046489,0,2.6377,0.0010767,0,0,0,0,1,0.053075,5,0.053075,0
0.14442,0,0,0,2.2824,0,0,-0.00049722,0,2.6348,0.0011043,0,0,0,0,1,0.054436,5,0.054436,0
0.14803,0,0,0,2.2819,0,0,-0.00052955,0,2.6319,0.0011319,0,0,0,0,1,0.055797,5,0.055797,0
0.15164,0,0,0,2.2814,0,0,-0.00056189,0,2.629,0.0011596,0,0,0,0,1,0.057158,5,0.057158,0
0.15525,0,0,0,2.2809,0,0,-0.00059422,0,2.6261,0.0011872,0,0,0,0,1,0.058519,5,0.058519,0
0.15886,0,0,0,2.2804,0,0,-0.00062656,0,2.6232,0.0012148,0,0,0,0,1,0.05988,5,0.05988,0
0.16247,0,0,0,2.2799,0,0,-0.00065889,0,2.6203,0.0012424,0,0,0,0,1,0.061241,5,0.061241,0
0.16608,0,0,0,2.2794,0,0,-0.00069123,0,2.6173,0.00127,0,0,0,0,1,0.062601,5,0.062601,0
0.16969,0,0,0,2.2788,0,0,-0.00072356,0,2.6144,0.0012976,0,0,0,0,1,0.063962,5,0.063962,0
0.1733,0,0,0,2.2783,0,0,-0.0007559,0,2.6115,0.0013252,0,0,0,0,1,0.065323,5,0.065323,0
0.17691,0,0,0,2.2778,0,0,-0.00078823,0,2.6086,0.0013528,0,0,0,0,1,0.066684,5,0.066684,0
0.18052,0,0,0,2.2773,0,0,-0.00082056,0,2.6057,0.0013804,0,0,0,0,1,0.068045,5,0.068045,0
0.18414,0,0,0,2.2768,0,0,-0.0008529,0,2.6028,0.001408,0,0,0,0,1,0.069406,5,0.069406,0
0.18775,0,0,0,2.2763,0,0,-0.00088523,0,2.5999,0.0014356,0,0,0,0,1,0.070767,5,0.070767,0
0.19136,0,0,0,2.2758,0,0,-0.00091757,0,2.597,0.0014633,0,0,0,0,1,0.072128,5,0.072128,0
0.19497,0,0,0,2.2753,0,0,-0.0009499,0,2.594,0.0014909,0,0,0,0,1,0.073489,5,0.073489,0
0.19858,0,0,0,2.2748,0,0,-0.00098224,0,2.5911,0.0015185,0,0,0,0,1,0.07485,5,0.07485,0
0.20219,0,0,0,2.2743,0,0,-0.0010146,0,2.5882,0.0015461,0,0,0,0,1,0.07621,5,0.07621,0
0.2058,0,0,0,2.2737,0,0,-0.0010469,0,2.5853,0.0015737,0,0,0,0,1,0.077571,5,0.077571,0
0.20941,0,0,0,2.2732,0,0,-0.0010792,0,2.5824,0.0016013,0,0,0,0,1,0.078932,5,0.078932,0
0.21302,0,0,0,2.2727,0,0,-0.0011116,0,2.5795,0.0016289,0,0,0,0,1,0.080293,5,0.080293,0
0.21663,0,0,0,2.2722,0,0,-0.0011439,0,2.5766,0.0016565,0,0,0,0,1,0.081654,5,0.081654,0
0.22024,0,0,0,2.2717,0,0,-0.0011762,0,2.5736,0.0016841,0,0,0,0,1,0.083015,5,0.083015,0
0.22385,0,0,0,2.2712,0,0,-0.0012086,0,2.5707,0.0017117,0,0,0,0,1,0.084376,5,0.084376,0
0.22746,0,0,0,2.2707,0,0,-0.0012409,0,2.5678,0.0017393,0,0,0,0,1,0.085737,5,0.085737,0
0.23107,0,0,0,2.2702,0,0,-0.0012732,0,2.5649,0.0017669,0,0,0,0,1,0.087098,5,0.087098,0
0.23468,0,0,0,2.2697,0,0,-0.0013056,0,2.562,0.0017946,0,0,0,0,1,0.088459,5,0.088459,0
