"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","Points:0","Points:1","Points:2"
1.3568,-0,0,0.88941,0.88941,0.23308,2.1826,0.57307,0
1.6849,-0,0,0.302,0.302,0.040723,5.0311,0.21951,0
1.6996,-0,0,0.35012,0.35012,0.041014,5.5124,0.21822,0
1.8247,-0,0,0.66309,0.66309,0.046875,9.2263,0.22526,0
1.2319,-0,0,-0.04116,-0.04116,0.030926,0.77371,0.22526,0
1.1724,-0,0,0.013665,0.013665,0.20646,0.47234,0.59589,0
1.3087,-0,0,2.2236,2.2236,0.28603,9.5277,0.59589,0
1.6603,-0,0,0.25449,0.25449,0.041899,4.5237,0.22487,0
1.7278,0,0,0.41405,0.41405,0.044116,6.0122,0.22506,0
1.5957,-0,0,1.5171,1.5171,0.16795,9.911,0.43787,0
1.0327,-0,0,-0.0005052,-0.0005052,0.098945,0.08898,0.43787,0
2.0326,0,0,0.27762,0.27762,0.0092293,9.5311,0.098906,0
1.2322,-0,0,-0.077213,-0.077213,0.0055604,0.46894,0.098906,0
1.5945,-0,0,0.97865,0.97865,0.13875,5.7439,0.40669,0
1.572,-0,0,0.82653,0.82653,0.13549,4.792,0.40668,0
1.5356,-0,0,1.6549,1.6549,0.19431,9.4095,0.47538,0
1.2032,-0,0,0.0062708,0.0062708,0.13437,0.59046,0.47538,0
1.3567,-0,0,0.72577,0.72577,0.2227,2.0304,0.56269,0
1.3699,-0,0,1.9832,1.9832,0.25778,7.9696,0.56269,0
1.5007,-0,0,1.0462,1.0462,0.1792,4.3491,0.47435,0
1.5233,-0,0,1.3565,1.3565,0.18682,6.1867,0.47456,0
1.4881,-0,0,0.91373,0.91373,0.1761,3.8133,0.47456,0
1.5266,-0,0,1.4254,1.4254,0.18846,6.7226,0.47458,0
1.4722,-0,0,0.75899,0.75899,0.17223,3.2774,0.47458,0
1.5297,-0,0,1.4851,1.4851,0.18986,7.2585,0.47459,0
1.4501,-0,0,0.58306,0.58306,0.1676,2.7415,0.47459,0
2.0191,-0,0,0.24425,0.24425,0.0084674,8.7811,0.094491,0
1.4135,0,0,-0.019734,-0.019734,0.0059084,1.2189,0.094491,0
1.4819,-0,0,0.074744,0.074744,0.062173,2.479,0.29045,0
1.7409,-0,0,0.762,0.762,0.075241,7.521,0.29045,0
1.6044,-0,0,0.33044,0.33044,0.068197,4.0808,0.28997,0
1.5326,-0,0,0.15389,0.15389,0.064493,3.0149,0.29038,0
1.7274,-0,0,0.70825,0.70825,0.074458,6.9851,0.29038,0
1.5754,-0,0,0.24153,0.24153,0.066502,3.5508,0.29029,0
1.7118,-0,0,0.64735,0.64735,0.073548,6.4492,0.29029,0
0.96194,-0,0,2.881,2.881,0.38655,9.7942,0.72966,0
1.0962,-0,0,-0.013498,-0.013498,0.28818,0.20583,0.72966,0
1.9624,-0,0,0.23362,0.23362,0.0078128,8.6065,0.09158,0
1.4067,0,0,-0.015389,-0.015389,0.0055776,1.3935,0.09158,0
1.2922,-0,0,0.18619,0.18619,0.20045,1.1248,0.55572,0
1.3882,-0,0,2.0012,2.0012,0.25403,8.8752,0.55572,0
1.2215,-0,0,0.14639,0.14639,0.24261,0.68387,0.63151,0
1.2245,-0,0,2.3898,2.3898,0.31325,9.3161,0.63151,0
1.8045,-0,0,0.84434,0.84434,0.066818,9.8023,0.26902,0
1.0814,-0,0,-0.028825,-0.028825,0.038532,0.19773,0.26902,0
1.3241,-0,0,-0.025207,-0.025207,0.034193,1.2889,0.22772,0
1.8085,-0,0,0.64295,0.64295,0.047705,8.7111,0.22772,0
1.9364,0,0,0.21504,0.21504,0.0075364,8.0052,0.090229,0
1.488,-0,0,-0.007272,-0.007272,0.005776,1.9948,0.090229,0
0.81977,-0,0,3.2029,3.2029,0.42109,5.5482,0.78953,0
0.82831,-0,0,3.2248,3.2248,0.41997,4.9877,0.78953,0
1.9052,0,0,0.19609,0.19609,0.0075091,7.469,0.09033,0
1.5488,-0,0,0.00072641,0.00072641,0.0060894,2.531,0.09033,0
1.8899,0,0,0.17443,0.17443,0.0072552,6.934,0.089338,0
1.6161,-0,0,0.014614,0.014614,0.0061907,3.066,0.089338,0
1.5287,-0,0,1.5259,1.5259,0.18929,7.7972,0.47217,0
1.415,-0,0,0.37056,0.37056,0.16018,2.2028,0.47217,0
1.8683,0,0,0.15356,0.15356,0.0071758,6.3979,0.089463,0
1.675,-0,0,0.034059,0.034059,0.0064236,3.6021,0.089463,0
1.6429,-0,0,0.63133,0.63133,0.092989,5.2692,0.33223,0
1.733,-0,0,0.060706,0.060706,0.0073095,4.1421,0.094131,0
1.5598,-0,0,0.9989,0.9989,0.15148,5.2675,0.42841,0
1.1207,-0,0,2.203,2.203,0.36628,1.1342,0.76001,0
0.88565,-0,0,3.0258,3.0258,0.40636,8.8658,0.76001,0
1.0148,-0,0,2.8054,2.8054,0.38437,2.2046,0.76015,0
0.87284,-0,0,3.0231,3.0231,0.40535,7.7954,0.76015,0
0.89805,0,0,3.0294,3.0294,0.40455,7.2587,0.75993,0
1.003,-0,0,2.8963,2.8963,0.38906,2.7413,0.75993,0
1.1585,-0,0,1.8547,1.8547,0.34554,1.2303,0.73262,0
0.95681,-0,0,2.8881,2.8881,0.38759,8.7697,0.73262,0
1.0955,-0,0,2.4998,2.4998,0.36356,2.3016,0.73246,0
0.97004,-0,0,2.8745,2.8745,0.38608,7.6984,0.73246,0
0.90411,0,0,3.029,3.029,0.40375,6.7228,0.75996,0
0.97996,-0,0,2.9526,2.9526,0.3928,3.2772,0.75996,0
1.049,-0,0,2.7444,2.7444,0.38202,2.0187,0.75995,0
0.89245,-0,0,3.0209,3.0209,0.40544,7.9813,0.75995,0
0.97203,-0,0,2.871,2.871,0.38537,7.1625,0.73248,0
1.066,-0,0,2.6265,2.6265,0.36877,2.8375,0.73248,0
0.91041,0,0,3.0296,3.0296,0.40282,6.1869,0.75998,0
0.96092,-0,0,2.9843,2.9843,0.39566,3.8131,0.75998,0
1.1152,-0,0,2.3377,2.3377,0.35867,1.9225,0.7325,0
0.96319,-0,0,2.8764,2.8764,0.38673,8.0775,0.7325,0
0.97814,-0,0,2.8632,2.8632,0.3844,6.6266,0.73249,0
1.0455,-0,0,2.7066,2.7066,0.37275,3.3734,0.73249,0
0.94359,-0,0,3.0023,3.0023,0.39792,4.349,0.76,0
1.0283,-0,0,2.7594,2.7594,0.37585,3.9094,0.73251,0
1.3577,-0,0,1.9703,1.9703,0.26226,7.2598,0.57056,0
1.3656,-0,0,1.1394,1.1394,0.23812,2.7402,0.57056,0
1.362,-0,0,1.9248,1.9248,0.26084,6.7239,0.57057,0
1.371,-0,0,1.3294,1.3294,0.24342,3.2761,0.57057,0
1.3612,-0,0,1.8697,1.8697,0.25917,6.188,0.57057,0
1.3713,-0,0,1.4837,1.4837,0.24772,3.812,0.57057,0
1.3674,-0,0,1.6073,1.6073,0.25125,4.3479,0.57056,0
1.5741,-0,0,0.99398,0.99398,0.14799,5.4319,0.42232,0
0.36529,-0,0,3.7785,3.7785,0.48391,9.0933,0.90983,0
0.60044,-0,0,5.5611,5.5611,0.47258,0.90671,0.90983,0
0.34904,-0,0,3.8753,3.8753,0.48414,8.2964,0.91119,0
0.47922,-0,0,4.8846,4.8846,0.47776,1.7036,0.91119,0
0.46461,0,0,4.6,4.6,0.47935,2.2475,0.91014,0
0.37075,-0,0,3.8041,3.8041,0.48373,7.7525,0.91014,0
0.44569,-0,0,4.4988,4.4988,0.47993,2.5206,0.9112,0
0.36677,0,0,3.8103,3.8103,0.48364,7.4794,0.9112,0
0.41779,-0,0,4.4207,4.4207,0.48098,3.0565,0.9112,0
0.36261,0,0,3.8727,3.8727,0.48355,6.9435,0.9112,0
0.40352,-0,0,4.2989,4.2989,0.48168,3.5924,0.9112,0
0.3665,0,0,3.9061,3.9061,0.48337,6.4076,0.9112,0
0.39263,-0,0,4.2024,4.2024,0.4822,4.1283,0.9112,0
1.3946,-0,0,1.8869,1.8869,0.24832,7.4324,0.55196,0
1.3832,-0,0,0.93529,0.93529,0.22189,2.5676,0.55196,0
1.3961,-0,0,1.8401,1.8401,0.24695,6.8965,0.55193,0
1.3917,-0,0,1.1409,1.1409,0.22747,3.1035,0.55193,0
1.3356,-0,0,0.37658,0.37658,0.20612,1.4993,0.5525,0
1.3906,-0,0,1.964,1.964,0.25101,8.5007,0.5525,0
1.3971,-0,0,1.7843,1.7843,0.2453,6.3605,0.55189,0
1.396,-0,0,1.3104,1.3104,0.232,3.6395,0.55189,0
1.3978,-0,0,1.4475,1.4475,0.23572,4.1754,0.55184,0
1.6916,0,0,0.40667,0.40667,0.048169,5.6806,0.23596,0
1.6526,-0,0,0.32152,0.32152,0.046926,4.8554,0.23599,0
1.3141,-0,0,1.9498,1.9498,0.27707,5.4511,0.59689,0
1.3168,-0,0,1.8995,1.8995,0.27515,5.0842,0.59633,0
1.5654,0,0,0.95574,0.95574,0.14744,5.1035,0.42318,0
1.8071,-0,0,0.08707,0.08707,0.0063436,4.8974,0.086379,0
0.36237,-0,0,3.7715,3.7715,0.48399,8.5996,0.91075,0
0.52234,-0,0,5.0609,5.0609,0.47634,1.4004,0.91075,0
0.36618,0,0,3.756,3.756,0.48376,8.7853,0.91002,0
0.55108,-0,0,5.1456,5.1456,0.47485,1.2147,0.91002,0
0.43805,-0,0,4.3809,4.3809,0.4805,2.8239,0.91064,0
0.37008,0,0,3.8653,3.8653,0.48376,7.1761,0.91064,0
0.47885,0,0,4.7656,4.7656,0.47865,1.9361,0.91064,0
0.36581,-0,0,3.7856,3.7856,0.48391,8.0639,0.91064,0
0.42359,-0,0,4.2415,4.2415,0.48095,3.3587,0.90968,0
0.37605,0,0,3.8967,3.8967,0.48328,6.6413,0.90968,0
0.4109,-0,0,4.1386,4.1386,0.48156,3.8947,0.90968,0
1.8452,0,0,0.1193,0.1193,0.0065879,5.6395,0.086753,0
1.002,-0,0,2.8097,2.8097,0.37705,9.146,0.71705,0
1.1987,-0,0,1.0269,1.0269,0.32017,0.85399,0.71705,0
1.1335,-0,0,0.53234,0.53234,0.35516,0.30643,0.79571,0
0.75805,-0,0,3.2028,3.2028,0.4297,9.6936,0.79571,0
1.8275,0,0,0.61712,0.61712,0.039215,9.6921,0.205,0
1.0976,-0,0,-0.061423,-0.061423,0.023016,0.30791,0.205,0
0.36984,0,0,4,4,0.48285,5.8868,0.90998,0
0.38271,-0,0,4.1779,4.1779,0.4823,4.6491,0.90998,0
0.38272,0,0,3.9408,3.9408,0.48325,6.1112,0.91023,0
0.40408,-0,0,4.0454,4.0454,0.48214,4.4247,0.91023,0
1.6188,0,0,1.4188,1.4188,0.15303,9.7727,0.4162,0
1.0839,-0,0,0.005805,0.005805,0.093571,0.22735,0.4162,0
1.759,0,0,0.047341,0.047341,0.0065365,3.9155,0.089135,0
0.65512,-0,0,6.0454,6.0454,0.47173,0.64965,0.91427,0
0.35105,0,0,3.787,3.787,0.4856,9.3504,0.91427,0
1.0414,-0,0,2.736,2.736,0.36782,7.5333,0.70727,0
1.147,-0,0,2.2691,2.2691,0.34528,2.4667,0.70727,0
1.0478,-0,0,2.7229,2.7229,0.36693,6.9974,0.70724,0
1.1275,-0,0,2.4066,2.4066,0.35047,3.0026,0.70724,0
1.0543,-0,0,2.7072,2.7072,0.36575,6.4615,0.70721,0
1.1103,-0,0,2.5018,2.5018,0.35445,3.5385,0.70721,0
1.0354,-0,0,2.7469,2.7469,0.36904,8.2425,0.70724,0
1.1804,-0,0,1.9292,1.9292,0.33532,1.7575,0.70724,0
1.0957,-0,0,2.5679,2.5679,0.35757,4.0744,0.70717,0
1.0059,-0,0,2.8083,2.8083,0.37843,6.0974,0.7257,0
1.034,-0,0,2.7425,2.7425,0.37327,4.4385,0.72571,0
1.19,-0,0,1.6471,1.6471,0.32873,1.395,0.70806,0
1.0244,-0,0,2.7613,2.7613,0.37001,8.605,0.70806,0
1.7047,0,0,0.02474,0.02474,0.0059942,3.3809,0.086764,0
1.9402,-0,0,0.15673,0.15673,0.006829,6.6191,0.086764,0
0.95951,-0,0,5.0532,5.0532,0.44912,0.19641,0.91169,0
0.35473,-0,0,3.7615,3.7615,0.4847,9.8036,0.91169,0
1.6545,0,0,0.0079968,0.0079968,0.0060184,2.8415,0.088457,0
1.9768,-0,0,0.1804,0.1804,0.007203,7.1585,0.088457,0
2.0659,0,0,0.22428,0.22428,0.0067991,9.1321,0.08413,0
1.3653,-0,0,-0.030027,-0.030027,0.004477,0.86786,0.08413,0
0.36361,-0,0,4.0163,4.0163,0.48563,5.3893,0.91953,0
1.9621,0,0,0.24885,0.24885,0.0073731,9.8029,0.08785,0
1.0982,-0,0,-0.1646,-0.1646,0.0040939,0.19711,0.08785,0
1.5982,0,0,-0.0030094,-0.0030094,0.0057492,2.304,0.088245,0
2.0136,-0,0,0.1983,0.1983,0.0072573,7.696,0.088245,0
1.1588,-0,0,0.74075,0.74075,0.34376,0.44843,0.76935,0
0.83138,-0,0,3.0734,3.0734,0.41312,9.5516,0.76935,0
1.5137,0,0,-0.0093432,-0.0093432,0.0053253,1.7672,0.087065,0
2.0205,-0,0,0.21242,0.21242,0.0071281,8.2328,0.087065,0
1.2792,0,0,-0.048417,-0.048417,0.0041138,0.64491,0.083686,0
2.0266,-0,0,0.23064,0.23064,0.0065466,9.3551,0.083686,0
1.7361,-0,0,0.32933,0.32933,0.033086,5.8393,0.19423,0
1.6765,0,0,0.2232,0.2232,0.031925,4.6966,0.19447,0
1.2713,-0,0,1.9908,1.9908,0.29394,4.4491,0.62388,0
1.2555,-0,0,2.1749,2.1749,0.30059,6.0868,0.62389,0
1.2794,-0,0,1.8859,1.8859,0.28947,3.9212,0.62231,0
1.2526,-0,0,2.2092,2.2092,0.30094,6.6148,0.62231,0
1.2864,-0,0,1.759,1.759,0.28546,3.3852,0.62231,0
1.242,-0,0,2.2665,2.2665,0.30514,7.1545,0.62592,0
1.289,-0,0,1.6202,1.6202,0.28333,2.8455,0.62592,0
1.3029,-0,0,1.3478,1.3478,0.27169,2.3121,0.61935,0
1.2518,-0,0,2.2611,2.2611,0.30117,7.6879,0.61935,0
1.3017,-0,0,1.0853,1.0853,0.26621,1.9118,0.62028,0
1.2474,-0,0,2.2875,2.2875,0.30275,8.0882,0.62028,0
1.2835,-0,0,0.59019,0.59019,0.25231,1.2409,0.6201,0
1.2438,-0,0,2.3152,2.3152,0.30371,8.7591,0.6201,0
1.6378,-0,0,0.19214,0.19214,0.032386,4.3538,0.19727,0
1.8176,0,0,0.57164,0.57164,0.037154,9.0605,0.19977,0
1.2548,-0,0,-0.038176,-0.038176,0.025153,0.93946,0.19977,0
1.5887,0,0,0.1396,0.1396,0.032716,3.821,0.201,0
1.7234,-0,0,0.3666,0.3666,0.035101,6.1812,0.19941,0
1.7941,-0,0,0.5416,0.5416,0.038204,8.3193,0.20359,0
1.3636,0,0,-0.015105,-0.015105,0.028621,1.6807,0.20359,0
1.5436,0,0,0.084918,0.084918,0.031786,3.2855,0.20116,0
1.7446,-0,0,0.41756,0.41756,0.036245,6.7145,0.20116,0
1.7993,-0,0,0.5001,0.5001,0.036978,7.7874,0.20105,0
1.4475,-0,0,0.0033596,0.0033596,0.029341,2.2126,0.20105,0
1.5071,-0,0,0.038278,0.038278,0.031079,2.7517,0.20253,0
1.7807,-0,0,0.46493,0.46493,0.037149,7.2483,0.20253,0
1.2463,-0,0,2.3347,2.3347,0.30515,9.1551,0.62124,0
1.2487,-0,0,0.23519,0.23519,0.24102,0.84495,0.62124,0
1.4075,-0,0,1.5502,1.5502,0.23568,4.8602,0.54697,0
1.4072,-0,0,1.6784,1.6784,0.23906,5.6757,0.54696,0
0.75053,0,0,3.2105,3.2105,0.43074,9.3904,0.7975,0
1.1035,-0,0,1.9219,1.9219,0.37908,0.60957,0.7975,0
1.3356,-0,0,1.6976,1.6976,0.26677,4.0778,0.5924,0
1.3217,-0,0,2.0239,2.0239,0.27717,6.4581,0.59248,0
1.3386,-0,0,1.5669,1.5669,0.26296,3.5419,0.59248,0
1.3187,-0,0,2.0703,2.0703,0.27874,6.994,0.59255,0
1.3404,-0,0,1.3986,1.3986,0.25824,3.006,0.59255,0
1.3154,-0,0,2.1087,2.1087,0.28004,7.5299,0.5926,0
1.339,-0,0,1.1875,1.1875,0.25232,2.4701,0.5926,0
1.3062,-0,0,2.1581,2.1581,0.28256,8.2392,0.59386,0
1.3252,-0,0,0.77553,0.77553,0.2425,1.7608,0.59386,0
1.3093,-0,0,0.52348,0.52348,0.23426,1.3986,0.59248,0
1.3111,-0,0,2.1688,2.1688,0.28208,8.6014,0.59248,0
1.3289,-0,0,0.0015263,0.0015263,0.094661,1.2212,0.37981,0
1.6772,-0,0,1.2042,1.2042,0.12806,8.7788,0.37981,0
1.8238,-0,0,0.06815,0.06815,0.0062937,4.4252,0.086479,0
0.40895,0,0,3.9579,3.9579,0.48298,5.0991,0.91094,0
1.8499,-0,0,0.1367,0.1367,0.0068172,6.0912,0.087408,0
1.6636,-0,0,1.1099,1.1099,0.12078,8.076,0.3696,0
1.406,-0,0,0.070253,0.070253,0.096378,1.924,0.3696,0
1.8409,-0,0,0.10723,0.10723,0.0063605,5.381,0.086052,0
1.9215,-0,0,0.12866,0.12866,0.0066517,5.9219,0.086172,0
0.36339,-0,0,3.9951,3.9951,0.48544,5.6169,0.91773,0
0.36967,0,0,4.0495,4.0495,0.4851,4.9191,0.91773,0
1.8457,0,0,0.075712,0.075712,0.0063415,4.6145,0.086243,0
0.73325,-0,0,3.3652,3.3652,0.43754,5.7163,0.81576,0
0.7495,0,0,3.4236,3.4236,0.43617,4.8196,0.81576,0
0.76766,-0,0,6.5945,6.5945,0.4658,0.36718,0.91738,0
0.33218,0,0,3.7843,3.7843,0.48649,9.6328,0.91738,0
1.8467,-0,0,0.54778,0.54778,0.032321,9.52,0.18581,0
1.1525,-0,0,-0.068059,-0.068059,0.019805,0.47996,0.18581,0
1.8308,0,0,0.57118,0.57118,0.03548,9.3862,0.19482,0
1.184,-0,0,-0.056328,-0.056328,0.022508,0.61382,0.19482,0
1.1196,-0,0,0.011265,0.011265,0.13937,0.30469,0.50129,0
1.4945,-0,0,1.7876,1.7876,0.2138,9.6953,0.50129,0
0.92387,-0,0,2.9824,2.9824,0.39788,5.4526,0.75561,0
0.93867,-0,0,2.9811,2.9811,0.39655,5.0855,0.75498,0
1.9773,-0,0,0.2321,0.2321,0.0064862,9.6327,0.08242,0
1.1636,0,0,-0.085935,-0.085935,0.0037923,0.36725,0.08242,0
1.9713,0,0,0.207,0.207,0.0064352,8.5198,0.083456,0
1.4279,-0,0,-0.012753,-0.012753,0.0046428,1.4802,0.083456,0
1.7099,-0,0,0.25773,0.25773,0.029967,5.2006,0.18742,0
1.8195,0,0,0.089347,0.089347,0.0054925,5.1237,0.079729,0
1.4159,-0,0,-0.020342,-0.020342,0.0047839,1.1349,0.084571,0
2.0463,0,0,0.2182,0.2182,0.0069449,8.8651,0.084571,0
1.1217,-0,0,2.5265,2.5265,0.34895,4.9384,0.69115,0
1.1112,-0,0,2.5652,2.5652,0.3511,5.5975,0.69114,0
1.6142,-0,0,0.53276,0.53276,0.086938,4.8016,0.32321,0
1.0403,-0,0,-0.071685,-0.071685,0.34644,0.081625,0.8177,0
0.69915,0,0,3.3107,3.3107,0.44248,9.9184,0.8177,0
1.6504,-0,0,0.66073,0.66073,0.089297,5.7343,0.32322,0
1.1216,0,0,2.5865,2.5865,0.3433,9.4934,0.67066,0
1.185,-0,0,0.11645,0.11645,0.26428,0.50661,0.67066,0
1.0074,-0,0,-0.032089,-0.032089,0.01647,0.077841,0.17936,0
1.8187,-0,0,0.54205,0.54205,0.030218,9.9222,0.17936,0
1.5238,-0,0,1.0587,1.0587,0.16916,4.8641,0.45659,0
1.5358,-0,0,1.1959,1.1959,0.17224,5.6718,0.45656,0
1.6756,-0,0,0.28541,0.28541,0.032874,5.34,0.19517,0
1.3723,-0,0,1.7383,1.7383,0.25147,5.341,0.56468,0
1.3437,-0,0,1.8078,1.8078,0.26243,5.1938,0.57958,0
1.7363,0,0,1.0404,1.0404,0.096959,9.4441,0.32672,0
1.1876,-0,0,-0.016815,-0.016815,0.062781,0.55593,0.32672,0
1.2454,0,0,2.34,2.34,0.30318,9.9242,0.61765,0
1.035,-0,0,0.011017,0.011017,0.1963,0.075832,0.61765,0
1.1812,-0,0,2.4782,2.4782,0.32608,9.651,0.64773,0
1.1438,-0,0,0.0051768,0.0051768,0.23677,0.34898,0.64773,0
1.6179,-0,0,0.41638,0.41638,0.077874,4.3486,0.30851,0
1.583,-0,0,0.32402,0.32402,0.076314,3.8128,0.30907,0
1.6889,-0,0,0.67366,0.67366,0.082356,6.1871,0.30863,0
1.5458,-0,0,0.22718,0.22718,0.074226,3.2771,0.30917,0
1.7004,-0,0,0.74327,0.74327,0.083664,6.7229,0.30917,0
1.5906,-0,0,0.60177,0.60177,0.1075,4.4478,0.36249,0
1.5015,-0,0,0.13351,0.13351,0.071806,2.7414,0.30924,0
1.7138,-0,0,0.80228,0.80228,0.084584,7.2586,0.30924,0
1.5631,-0,0,0.50092,0.50092,0.10667,3.9128,0.36496,0
1.6401,-0,0,0.85236,0.85236,0.11255,6.0881,0.36262,0
1.5337,-0,0,0.38261,0.38261,0.10403,3.377,0.36509,0
1.6504,-0,0,0.93652,0.93652,0.11534,6.623,0.36509,0
1.4464,-0,0,0.052242,0.052242,0.068929,2.2053,0.3091,0
1.7248,-0,0,0.85368,0.85368,0.085322,7.7947,0.3091,0
1.4966,-0,0,0.25975,0.25975,0.10093,2.8411,0.3652,0
1.6607,-0,0,1.0008,1.0008,0.11653,7.1589,0.3652,0
1.4514,-0,0,0.13999,0.13999,0.097263,2.3052,0.36529,0
1.6707,-0,0,1.057,1.057,0.11756,7.6948,0.36529,0
1.2724,-0,0,2.0268,2.0268,0.29635,4.5863,0.62599,0
1.2593,-0,0,2.1773,2.1773,0.30178,5.9497,0.62598,0
1.686,0,0,1.1962,1.1962,0.12204,9.3013,0.36908,0
1.2219,-0,0,-0.0091316,-0.0091316,0.082634,0.69867,0.36908,0
1.1275,-0,0,2.4986,2.4986,0.34275,5.7299,0.67972,0
1.1422,-0,0,2.4341,2.4341,0.33961,4.806,0.67972,0
0.68291,-0,0,3.4944,3.4944,0.44725,5.2104,0.83355,0
1.1055,-0,0,2.6295,2.6295,0.35155,8.4681,0.68331,0
1.2318,-0,0,1.4719,1.4719,0.31094,1.5319,0.68331,0
1.2733,-0,0,-0.017629,-0.017629,0.065507,1.0537,0.31948,0
1.7176,-0,0,0.97974,0.97974,0.092441,8.9463,0.31948,0
1.0895,-0,0,2.6376,2.6376,0.35303,8.3852,0.68545,0
1.2188,-0,0,1.5711,1.5711,0.31444,1.6148,0.68545,0
1.0237,-0,0,-0.0026495,-0.0026495,0.057623,0.077968,0.33499,0
1.7166,-0,0,1.0977,1.0977,0.10193,9.922,0.33499,0
0.77334,0,0,3.2096,3.2096,0.42843,8.4756,0.79454,0
0.98417,-0,0,3.0736,3.0736,0.40246,1.5244,0.79454,0
1.1718,-0,0,2.1278,2.1278,0.33192,2.607,0.68902,0
1.0796,0,0,2.6318,2.6318,0.35389,7.393,0.68902,0
1.1548,-0,0,2.2678,2.2678,0.33698,3.143,0.68902,0
1.0853,0,0,2.6138,2.6138,0.35285,6.857,0.68902,0
1.1394,-0,0,2.3693,2.3693,0.34091,3.6789,0.68902,0
1.0917,0,0,2.5915,2.5915,0.35157,6.3211,0.68902,0
1.1261,-0,0,2.442,2.442,0.34404,4.2148,0.689,0
1.7129,-0,0,0.99201,0.99201,0.099055,8.4368,0.33234,0
1.3648,-0,0,0.0054514,0.0054514,0.075211,1.5632,0.33234,0
1.7306,-0,0,1.1183,1.1183,0.10705,9.6501,0.34401,0
1.1324,-0,0,-0.0097392,-0.0097392,0.066086,0.34986,0.34401,0
1.5521,-0,0,1.5198,1.5198,0.18206,8.3537,0.46046,0
1.3635,-0,0,0.14341,0.14341,0.14566,1.6463,0.46046,0
1.2708,-0,0,0.018591,0.018591,0.13552,0.97032,0.46163,0
1.5528,-0,0,1.5693,1.5693,0.18393,9.0297,0.46163,0
1.0819,0,0,2.6533,2.6533,0.35393,9.0038,0.68577,0
1.224,-0,0,0.89485,0.89485,0.29896,0.99616,0.68577,0
1.6204,-0,0,0.63453,0.63453,0.096904,5.1149,0.34011,0
1.0077,-0,0,2.8192,2.8192,0.38027,5.9511,0.72867,0
1.0317,-0,0,2.7711,2.7711,0.37619,4.5848,0.72867,0
1.5145,-0,0,1.0529,1.0529,0.17061,4.7227,0.45946,0
1.5306,-0,0,1.2284,1.2284,0.17488,5.8132,0.45955,0
1.7439,0,0,0.95275,0.95275,0.083492,9.5397,0.3023,0
1.1455,-0,0,-0.022078,-0.022078,0.052391,0.46026,0.3023,0
1.5839,0,0,1.5156,1.5156,0.17229,9.3331,0.44463,0
1.2188,-0,0,0.0030002,0.0030002,0.11947,0.66691,0.44463,0
0.64029,-0,0,3.3707,3.3707,0.44899,9.4927,0.83013,0
1.0475,-0,0,2.5417,2.5417,0.40187,0.50726,0.83013,0
1.1544,-0,0,0.17649,0.17649,0.31244,0.37372,0.7403,0
0.92514,-0,0,2.9312,2.9312,0.39381,9.6263,0.7403,0
1.426,-0,0,0.043245,0.043245,0.070703,2.0919,0.31415,0
1.7161,-0,0,0.88169,0.88169,0.088388,7.9081,0.31415,0
1.6379,-0,0,0.45205,0.45205,0.074778,4.7151,0.29995,0
1.1976,-0,0,1.9157,1.9157,0.32438,2.157,0.6865,0
1.0889,-0,0,2.6288,2.6288,0.35285,7.843,0.6865,0
1.6807,0,0,0.59738,0.59738,0.077321,5.8208,0.30003,0
1.1302,-0,0,2.4717,2.4717,0.34059,5.4393,0.67816,0
1.1388,-0,0,2.4481,2.4481,0.33941,5.0966,0.67816,0
1.7468,-0,0,0.86316,0.86316,0.080997,8.3474,0.2995,0
1.3768,-0,0,-0.00037092,-0.00037092,0.061617,1.6526,0.2995,0
0.80087,-0,0,3.7147,3.7147,0.43595,2.1003,0.83274,0
0.65172,-0,0,3.4022,3.4022,0.44943,7.8997,0.83274,0
0.76182,-0,0,3.6761,3.6761,0.44013,2.6582,0.83414,0
0.65336,0,0,3.4306,3.4306,0.44978,7.3418,0.83414,0
0.7369,-0,0,3.6488,3.6488,0.44256,3.1941,0.83414,0
0.65869,-0,0,3.4452,3.4452,0.44934,6.8059,0.83414,0
0.7171,-0,0,3.6079,3.6079,0.44434,3.73,0.83415,0
0.6644,-0,0,3.468,3.468,0.44882,6.27,0.83415,0
0.70072,-0,0,3.5699,3.5699,0.44572,4.2659,0.83415,0
0.64562,-0,0,3.3704,3.3704,0.44966,8.9473,0.83201,0
0.92695,-0,0,3.6131,3.6131,0.42275,1.0527,0.83201,0
1.2688,-0,0,-0.022299,-0.022299,0.057288,0.96178,0.30096,0
1.75,0,0,0.91641,0.91641,0.08245,9.0382,0.30096,0
0.76979,0,0,3.3817,3.3817,0.43265,4.6834,0.80974,0
0.74781,-0,0,3.3256,3.3256,0.43464,5.8525,0.80977,0
1.6102,-0,0,0.41141,0.41141,0.080115,4.2359,0.3133,0
1.5735,-0,0,0.31614,0.31614,0.078191,3.7002,0.31335,0
1.6858,-0,0,0.70461,0.70461,0.085269,6.2998,0.31335,0
1.6339,-0,0,0.74548,0.74548,0.10574,5.5761,0.35344,0
1.6161,-0,0,0.65621,0.65621,0.10443,4.9614,0.35425,0
1.5353,-0,0,0.21744,0.21744,0.075956,3.1644,0.31338,0
1.6995,-0,0,0.77052,0.77052,0.086299,6.8356,0.31338,0
1.5773,-0,0,1.3974,1.3974,0.17022,7.7239,0.44549,0
1.4337,-0,0,0.31313,0.31313,0.14374,2.2761,0.44549,0
