"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-5.7967,0,0,0,1,0,5,0,0
-5.6818,0.053921,-9.0657e-06,0,1,0.01,5,0.01,0
-5.567,0.10784,-1.8131e-05,0,1,0.02,5,0.02,0
-5.4521,0.16176,-2.7197e-05,0,1,0.03,5,0.03,0
-5.3372,0.21568,-3.6263e-05,0,1,0.04,5,0.04,0
-5.2223,0.2696,-4.5329e-05,0,1,0.05,5,0.05,0
-5.1074,0.32352,-5.4394e-05,0,1,0.06,5,0.06,0
-4.9926,0.37745,-6.346e-05,0,1,0.07,5,0.07,0
-4.8777,0.43137,-7.2526e-05,0,1,0.08,5,0.08,0
-4.7628,0.48529,-8.1592e-05,0,1,0.09,5,0.09,0
-4.6479,0.53921,-9.0657e-05,0,1,0.1,5,0.1,0
-4.5331,0.59313,-9.9723e-05,0,1,0.11,5,0.11,0
-4.4182,0.64705,-0.00010879,0,1,0.12,5,0.12,0
-4.3028,0.6918,-0.00011442,0,1,0.13,5,0.13,0
-4.1868,0.72738,-0.00011661,0,1,0.14,5,0.14,0
-4.0709,0.76296,-0.0001188,0,1,0.15,5,0.15,0
-3.9549,0.79854,-0.000121,0,1,0.16,5,0.16,0
-3.839,0.83412,-0.00012319,0,1,0.17,5,0.17,0
-3.7231,0.8697,-0.00012538,0,1,0.18,5,0.18,0
-3.6071,0.90528,-0.00012758,0,1,0.19,5,0.19,0
-3.4912,0.94086,-0.00012977,0,1,0.2,5,0.2,0
-3.3752,0.97644,-0.00013196,0,1,0.21,5,0.21,0
-3.2593,1.012,-0.00013415,0,1,0.22,5,0.22,0
-3.1434,1.0476,-0.00013635,0,1,0.23,5,0.23,0
-3.0274,1.0832,-0.00013854,0,1,0.24,5,0.24,0
-2.9115,1.1188,-0.00014073,0,1,0.25,5,0.25,0
-2.7952,1.1408,-0.00013885,0,1,0.26,5,0.26,0
-2.6789,1.1629,-0.00013698,0,1,0.27,5,0.27,0
-2.5627,1.185,-0.0001351,0,1,0.28,5,0.28,0
-2.4464,1.2071,-0.00013322,0,1,0.29,5,0.29,0
-2.3301,1.2292,-0.00013135,0,1,0.3,5,0.3,0
-2.2138,1.2513,-0.00012947,0,1,0.31,5,0.31,0
-2.0976,1.2733,-0.00012759,0,1,0.32,5,0.32,0
-1.9813,1.2954,-0.00012571,0,1,0.33,5,0.33,0
-1.865,1.3175,-0.00012384,0,1,0.34,5,0.34,0
-1.7488,1.3396,-0.00012196,0,1,0.35,5,0.35,0
-1.6325,1.3617,-0.00012008,0,1,0.36,5,0.36,0
-1.5162,1.3838,-0.0001182,0,1,0.37,5,0.37,0
-1.3998,1.3984,-0.00011524,0,1,0.38,5,0.38,0
-1.2832,1.4057,-0.00011118,0,1,0.39,5,0.39,0
-1.1666,1.4129,-0.00010713,0,1,0.4,5,0.4,0
-1.05,1.4201,-0.00010308,0,1,0.41,5,0.41,0
-0.93338,1.4274,-9.9021e-05,0,1,0.42,5,0.42,0
-0.81678,1.4346,-9.4967e-05,0,1,0.43,5,0.43,0
-0.70018,1.4418,-9.0913e-05,0,1,0.44,5,0.44,0
-0.58358,1.4491,-8.6859e-05,0,1,0.45,5,0.45,0
-0.46698,1.4563,-8.2804e-05,0,1,0.46,5,0.46,0
-0.35039,1.4635,-7.875e-05,0,1,0.47,5,0.47,0
-0.23379,1.4708,-7.4696e-05,0,1,0.48,5,0.48,0
-0.11719,1.478,-7.0642e-05,0,1,0.49,5,0.49,0
-0.0005879,1.4852,-6.6588e-05,0,1,0.5,5,0.5,0
0.11618,1.478,-6.1117e-05,0,1,0.51,5,0.51,0
0.23294,1.4708,-5.5646e-05,0,1,0.52,5,0.52,0
0.34971,1.4636,-5.0175e-05,0,1,0.53,5,0.53,0
0.46648,1.4564,-4.4704e-05,0,1,0.54,5,0.54,0
0.58324,1.4493,-3.9233e-05,0,1,0.55,5,0.55,0
0.70001,1.4421,-3.3763e-05,0,1,0.56,5,0.56,0
0.81678,1.4349,-2.8292e-05,0,1,0.57,5,0.57,0
0.93354,1.4277,-2.2821e-05,0,1,0.58,5,0.58,0
1.0503,1.4205,-1.735e-05,0,1,0.59,5,0.59,0
1.1671,1.4133,-1.1879e-05,0,1,0.6,5,0.6,0
1.2838,1.4061,-6.4083e-06,0,1,0.61,5,0.61,0
1.4006,1.3989,-9.3748e-07,0,1,0.62,5,0.62,0
1.5172,1.3842,3.7801e-06,0,1,0.63,5,0.63,0
1.6338,1.3622,7.7443e-06,0,1,0.64,5,0.64,0
1.7503,1.3401,1.1709e-05,0,1,0.65,5,0.65,0
1.8668,1.318,1.5673e-05,0,1,0.66,5,0.66,0
1.9833,1.2959,1.9637e-05,0,1,0.67,5,0.67,0
2.0998,1.2738,2.3601e-05,0,1,0.68,5,0.68,0
2.2163,1.2518,2.7565e-05,0,1,0.69,5,0.69,0
2.3328,1.2297,3.153e-05,0,1,0.7,5,0.7,0
2.4494,1.2076,3.5494e-05,0,1,0.71,5,0.71,0
2.5659,1.1855,3.9458e-05,0,1,0.72,5,0.72,0
2.6824,1.1634,4.3422e-05,0,1,0.73,5,0.73,0
2.7989,1.1413,4.7387e-05,0,1,0.74,5,0.74,0
2.9154,1.1193,5.1351e-05,0,1,0.75,5,0.75,0
3.0316,1.0837,5.2153e-05,0,1,0.76,5,0.76,0
3.1477,1.0481,5.2955e-05,0,1,0.77,5,0.77,0
3.2639,1.0125,5.3758e-05,0,1,0.78,5,0.78,0
3.38,0.97693,5.456e-05,0,1,0.79,5,0.79,0
3.4962,0.94134,5.5362e-05,0,1,0.8,5,0.8,0
3.6124,0.90576,5.6164e-05,0,1,0.81,5,0.81,0
3.7285,0.87017,5.6966e-05,0,1,0.82,5,0.82,0
3.8447,0.83459,5.7769e-05,0,1,0.83,5,0.83,0
3.9608,0.799,5.8571e-05,0,1,0.84,5,0.84,0
4.077,0.76342,5.9373e-05,0,1,0.85,5,0.85,0
4.1931,0.72783,6.0175e-05,0,1,0.86,5,0.86,0
4.3093,0.69225,6.0978e-05,0,1,0.87,5,0.87,0
4.4252,0.64748,5.8924e-05,0,1,0.88,5,0.88,0
4.541,0.59352,5.4013e-05,0,1,0.89,5,0.89,0
4.6568,0.53957,4.9103e-05,0,1,0.9,5,0.9,0
4.7726,0.48561,4.4193e-05,0,1,0.91,5,0.91,0
4.8883,0.43165,3.9282e-05,0,1,0.92,5,0.92,0
5.0041,0.3777,3.4372e-05,0,1,0.93,5,0.93,0
5.1199,0.32374,2.9462e-05,0,1,0.94,5,0.94,0
5.2356,0.26978,2.4552e-05,0,1,0.95,5,0.95,0
5.3514,0.21583,1.9641e-05,0,1,0.96,5,0.96,0
5.4672,0.16187,1.4731e-05,0,1,0.97,5,0.97,0
5.5829,0.10791,9.8206e-06,0,1,0.98,5,0.98,0
5.6987,0.053956,4.9103e-06,0,1,0.99,5,0.99,0
5.8145,0,0,0,1,1,5,1,0
