"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-5.8375,0,0,0,1,0,5,0,0
-5.6883,0.059882,0.0051332,0,1,0.01,5,0.01,0
-5.539,0.11976,0.010266,0,1,0.02,5,0.02,0
-5.3897,0.17965,0.0154,0,1,0.03,5,0.03,0
-5.2888,0.23747,0.019078,0,1,0.04,5,0.04,0
-5.3062,0.28998,0.018946,0,1,0.05,5,0.05,0
-5.1986,0.33827,0.013439,0,1,0.06,5,0.06,0
-5.091,0.38656,0.0079315,0,1,0.07,5,0.07,0
-4.9833,0.43485,0.0024242,0,1,0.08,5,0.08,0
-4.8757,0.48314,-0.003083,0,1,0.09,5,0.09,0
-4.7623,0.53319,-0.0067221,0,1,0.1,5,0.1,0
-4.6312,0.58743,-0.004349,0,1,0.11,5,0.11,0
-4.5131,0.63214,-0.0052715,0,1,0.12,5,0.12,0
-4.3952,0.67692,-0.0059839,0,1,0.13,5,0.13,0
-4.2786,0.72251,-0.0043994,0,1,0.14,5,0.14,0
-4.162,0.76811,-0.002815,0,1,0.15,5,0.15,0
-4.0455,0.81371,-0.0012305,0,1,0.16,5,0.16,0
-3.9286,0.85037,-0.00122,0,1,0.17,5,0.17,0
-3.8116,0.8845,-0.0016545,0,1,0.18,5,0.18,0
-3.6955,0.91828,-0.0008851,0,1,0.19,5,0.19,0
-3.5795,0.95201,6.4194e-05,0,1,0.2,5,0.2,0
-3.4636,0.98574,0.0010135,0,1,0.21,5,0.21,0
-3.3476,1.0195,0.0019628,0,1,0.22,5,0.22,0
-3.2296,1.052,0.0015194,0,1,0.23,5,0.23,0
-3.1113,1.0844,0.00086195,0,1,0.24,5,0.24,0
-2.993,1.1167,0.00020448,0,1,0.25,5,0.25,0
-2.8747,1.1491,-0.000453,0,1,0.26,5,0.26,0
-2.7562,1.1805,-0.0011214,0,1,0.27,5,0.27,0
-2.6366,1.2064,-0.0017078,0,1,0.28,5,0.28,0
-2.5169,1.2324,-0.0022942,0,1,0.29,5,0.29,0
-2.3973,1.2583,-0.0028806,0,1,0.3,5,0.3,0
-2.2777,1.2843,-0.003467,0,1,0.31,5,0.31,0
-2.1584,1.3041,-0.0028074,0,1,0.32,5,0.32,0
-2.0393,1.3218,-0.001685,0,1,0.33,5,0.33,0
-1.9203,1.3394,-0.00056265,0,1,0.34,5,0.34,0
-1.8012,1.357,0.00055972,0,1,0.35,5,0.35,0
-1.6817,1.3753,0.0011249,0,1,0.36,5,0.36,0
-1.5618,1.3907,0.0010043,0,1,0.37,5,0.37,0
-1.4418,1.4056,0.000535,0,1,0.38,5,0.38,0
-1.3218,1.4204,6.573e-05,0,1,0.39,5,0.39,0
-1.2018,1.4353,-0.00040354,0,1,0.4,5,0.4,0
-1.0818,1.4501,-0.00087282,0,1,0.41,5,0.41,0
-0.96219,1.46,-0.00076191,0,1,0.42,5,0.42,0
-0.84269,1.4676,-0.00038852,0,1,0.43,5,0.43,0
-0.7232,1.4736,-2.1105e-05,0,1,0.44,5,0.44,0
-0.60371,1.4796,0.00034631,0,1,0.45,5,0.45,0
-0.48422,1.4855,0.00071373,0,1,0.46,5,0.46,0
-0.36467,1.4909,0.00096563,0,1,0.47,5,0.47,0
-0.24466,1.492,0.00044833,0,1,0.48,5,0.48,0
-0.12465,1.4931,-6.8974e-05,0,1,0.49,5,0.49,0
-0.0046458,1.4942,-0.00058628,0,1,0.5,5,0.5,0
0.11536,1.4952,-0.0011036,0,1,0.51,5,0.51,0
0.23535,1.4962,-0.0016792,0,1,0.52,5,0.52,0
0.35473,1.4903,-0.0013452,0,1,0.53,5,0.53,0
0.47405,1.4841,-0.00085235,0,1,0.54,5,0.54,0
0.59337,1.4779,-0.00035947,0,1,0.55,5,0.55,0
0.71269,1.4718,0.00013342,0,1,0.56,5,0.56,0
0.832,1.4656,0.0006263,0,1,0.57,5,0.57,0
0.95132,1.4594,0.0011192,0,1,0.58,5,0.58,0
1.071,1.4487,0.001237,0,1,0.59,5,0.59,0
1.1908,1.4363,0.0012118,0,1,0.6,5,0.6,0
1.3107,1.4235,0.00093978,0,1,0.61,5,0.61,0
1.4309,1.4092,-0.00036848,0,1,0.62,5,0.62,0
1.5511,1.3949,-0.0016767,0,1,0.63,5,0.63,0
1.6713,1.3806,-0.002985,0,1,0.64,5,0.64,0
1.7913,1.3638,-0.0034844,0,1,0.65,5,0.65,0
1.9109,1.3426,-0.0025971,0,1,0.66,5,0.66,0
2.0305,1.3215,-0.0017098,0,1,0.67,5,0.67,0
2.1497,1.3012,-5.2771e-05,0,1,0.68,5,0.68,0
2.2687,1.2818,0.0022957,0,1,0.69,5,0.69,0
2.3881,1.2604,0.0041211,0,1,0.7,5,0.7,0
2.5082,1.2357,0.0051283,0,1,0.71,5,0.71,0
2.6287,1.2086,0.0049392,0,1,0.72,5,0.72,0
2.75,1.1769,0.0026531,0,1,0.73,5,0.73,0
2.8713,1.1452,0.00036705,0,1,0.74,5,0.74,0
2.9918,1.1147,-0.00063421,0,1,0.75,5,0.75,0
3.1118,1.0851,-0.00074495,0,1,0.76,5,0.76,0
3.2317,1.0556,-0.00085569,0,1,0.77,5,0.77,0
3.3517,1.026,-0.00096644,0,1,0.78,5,0.78,0
3.4714,0.99482,-0.0014501,0,1,0.79,5,0.79,0
3.5909,0.96228,-0.0020035,0,1,0.8,5,0.8,0
3.7098,0.92483,-0.0023254,0,1,0.81,5,0.81,0
3.8288,0.88737,-0.0026474,0,1,0.82,5,0.82,0
3.9477,0.84992,-0.0029693,0,1,0.83,5,0.83,0
4.0655,0.81119,-0.0029217,0,1,0.84,5,0.84,0
4.1782,0.76724,-0.0013613,0,1,0.85,5,0.85,0
4.291,0.72328,0.00019898,0,1,0.86,5,0.86,0
4.4037,0.67932,0.0017593,0,1,0.87,5,0.87,0
4.5168,0.63494,0.002573,0,1,0.88,5,0.88,0
4.6294,0.58951,0.003061,0,1,0.89,5,0.89,0
4.738,0.54025,0.0040873,0,1,0.9,5,0.9,0
4.8474,0.49071,0.0039311,0,1,0.91,5,0.91,0
4.9573,0.44098,0.0030175,0,1,0.92,5,0.92,0
5.0672,0.39126,0.0021039,0,1,0.93,5,0.93,0
5.1771,0.34153,0.0011903,0,1,0.94,5,0.94,0
5.2997,0.28595,0.00085876,0,1,0.95,5,0.95,0
5.4258,0.22876,0.00068701,0,1,0.96,5,0.96,0
5.552,0.17157,0.00051525,0,1,0.97,5,0.97,0
5.6781,0.11438,0.0003435,0,1,0.98,5,0.98,0
5.8042,0.05719,0.00017175,0,1,0.99,5,0.99,0
5.9303,0,0,0,1,1,5,1,0
